Time1,Angle1,Time (s) Run #2,Angle (°) Run #2,Time (s) Run #3,Angle (°) Run #3,Time (s) Run #4,Angle (°) Run #4,Time5,Angle5,Time (s) Run #6,Angle (°) Run #6,Time (s) Run #7,Angle (°) Run #7,Time (s) Run #8,Angle (°) Run #8
1.44,-0.27,1.44,0,1.44,-2.49E-17,1.44,-2.49E-17,1.44,-0.09,1.44,0.09,1.44,0,1.44,0
2.39,-0.27,2.39,4.41,2.39,0.18,2.39,0.09,2.39,-0.09,2.39,40.68,2.39,0,2.39,-0.09
2.4,-0.27,2.4,4.59,2.4,0.18,2.4,0.09,2.4,-0.09,2.4,40.23,2.4,0,2.4,-0.09
2.41,-0.27,2.41,4.77,2.41,0.18,2.41,0.09,2.41,-0.09,2.41,39.6,2.41,0,2.41,-0.09
2.67,-0.27,2.67,4.86,2.67,-2.49E-17,2.67,0.09,2.67,8.91,2.67,1.19E-14,2.67,0,2.67,0
2.68,-0.27,2.68,4.68,2.68,-2.49E-17,2.68,0.09,2.68,10.8,2.68,-0.72,2.68,0,2.68,0
2.69,-0.27,2.69,4.41,2.69,-2.49E-17,2.69,0.09,2.69,12.51,2.69,-0.72,2.69,0,2.69,0
3.65,-0.27,3.65,-0.72,3.65,37.71,3.65,0.09,3.65,5.58,,,3.65,9.54,3.65,-0.09
3.66,-0.27,3.66,-0.81,3.66,37.44,3.66,0.09,3.66,5.58,,,3.66,9.99,3.66,0
3.67,-0.27,3.67,-0.99,3.67,37.17,3.67,0.09,3.67,5.58,,,3.67,10.17,3.67,-0.09
3.93,-0.27,3.93,0.99,3.93,4.68,3.93,0.09,3.93,0.81,,,3.93,5.76,3.93,38.52
3.94,-0.27,3.94,1.08,3.94,2.88,3.94,0.09,3.94,0.63,,,3.94,5.31,3.94,39.24
5.6,-0.27,,,,,5.6,32.58,,,,,,,,
0.19,-0.36,0.19,0,0.19,-0.09,0.19,0.27,0.19,-0.09,0.19,0.09,0.19,0,0.19,0
0.2,-0.36,0.2,0,0.2,-0.09,0.2,0.27,0.2,-0.09,0.2,0.09,0.2,0,0.2,0
1.1,-0.36,1.1,0,1.1,0.18,1.1,-2.49E-17,1.1,-0.09,1.1,0,1.1,0,1.1,-0.09
1.11,-0.36,1.11,0,1.11,0.18,1.11,-2.49E-17,1.11,-0.09,1.11,0,1.11,0,1.11,-0.09
1.45,-0.36,1.45,0,1.45,-2.49E-17,1.45,-2.49E-17,1.45,-0.09,1.45,0.09,1.45,0,1.45,0
1.46,-0.36,1.46,0,1.46,-2.49E-17,1.46,-2.49E-17,1.46,-0.09,1.46,0.09,1.46,0,1.46,0
2.37,-0.36,2.37,3.96,2.37,0.18,2.37,0.09,2.37,-0.09,2.37,41.4,2.37,0,2.37,-0.09
2.38,-0.36,2.38,4.14,2.38,0.18,2.38,0.09,2.38,-0.09,2.38,41.13,2.38,0,2.38,-0.09
2.7,-0.36,2.7,4.23,2.7,-2.49E-17,2.7,0.09,2.7,14.4,2.7,-0.36,2.7,0.09,2.7,0
2.71,-0.36,2.71,3.96,2.71,-2.49E-17,2.71,0.09,2.71,16.29,2.71,-0.27,2.71,0,2.71,-0.09
3.63,-0.36,3.63,-0.36,3.63,37.8,3.63,0.09,3.63,5.4,,,3.63,8.91,3.63,-0.09
3.64,-0.36,3.64,-0.54,3.64,37.8,3.64,0.09,3.64,5.49,,,3.64,9.27,3.64,-0.09
3.95,-0.36,3.95,1.08,3.95,0.99,3.95,0.09,3.95,0.36,,,3.95,4.86,3.95,39.78
3.96,-0.36,3.96,1.17,3.96,-0.81,3.96,0.09,3.96,0.18,,,3.96,4.41,3.96,40.32
3.97,-0.36,3.97,1.26,3.97,-0.36,3.97,0.09,3.97,-0.09,,,3.97,3.96,3.97,40.68
4.8,-0.36,,,4.8,0.99,4.8,-2.49E-17,4.8,-1.08,,,4.8,-0.81,4.8,5.67
5.34,-0.36,,,5.34,0.99,5.34,-2.49E-17,,,,,,,5.34,1.26
5.59,-0.36,,,,,5.59,31.5,,,,,,,,
0.21,-0.45,0.21,0,0.21,-0.09,0.21,0.27,0.21,-0.09,0.21,0.09,0.21,0,0.21,0
0.22,-0.45,0.22,0,0.22,-0.09,0.22,0.27,0.22,-0.09,0.22,0.09,0.22,0,0.22,-0.09
1.08,-0.45,1.08,0,1.08,0.18,1.08,-2.49E-17,1.08,-0.09,1.08,0,1.08,0,1.08,-0.09
1.09,-0.45,1.09,0,1.09,0.18,1.09,-2.49E-17,1.09,-0.09,1.09,0,1.09,0,1.09,-0.09
1.47,-0.45,1.47,0,1.47,-2.49E-17,1.47,-2.49E-17,1.47,-0.09,1.47,0.09,1.47,0,1.47,-0.09
1.48,-0.45,1.48,3.15,1.48,-2.49E-17,1.48,-2.49E-17,1.48,-0.09,1.48,0.09,1.48,0,1.48,-0.09
1.49,-0.45,1.49,4.5,1.49,-2.49E-17,1.49,-2.49E-17,1.49,-0.09,1.49,0.09,1.49,0,1.49,-0.09
2.34,-0.45,2.34,3.24,2.34,0.18,2.34,0.09,2.34,-0.09,2.34,41.67,2.34,0,2.34,-0.09
2.35,-0.45,2.35,3.51,2.35,0.18,2.35,0.09,2.35,-0.09,2.35,41.67,2.35,0,2.35,-0.09
2.36,-0.45,2.36,3.69,2.36,0.18,2.36,0.09,2.36,-0.09,2.36,41.58,2.36,0,2.36,-0.09
2.72,-0.45,2.72,3.78,2.72,-2.49E-17,2.72,0.09,2.72,17.91,2.72,1.19E-14,2.72,0,2.72,-0.09
2.73,-0.45,2.73,3.51,2.73,-2.49E-17,2.73,0.09,2.73,19.71,2.73,0.18,2.73,2.16,2.73,-0.09
2.74,-0.45,2.74,3.24,2.74,-2.49E-17,2.74,0.09,2.74,21.51,2.74,0.27,2.74,5.22,2.74,-0.09
3.6,-0.45,3.6,0.09,3.6,37.44,3.6,-2.49E-17,3.6,4.86,3.6,1.89,3.6,8.1,3.6,-0.09
3.61,-0.45,3.61,-0.09,3.61,37.62,3.61,0.09,3.61,5.04,3.61,1.98,3.61,8.37,3.61,-0.09
3.62,-0.45,3.62,-0.27,3.62,37.71,3.62,0.09,3.62,5.13,,,3.62,8.73,3.62,-0.09
3.98,-0.45,3.98,1.35,3.98,-0.09,3.98,0.09,3.98,-0.36,,,3.98,3.42,3.98,41.04
3.99,-0.45,3.99,1.44,3.99,-0.09,3.99,0.09,3.99,-0.54,,,3.99,2.97,3.99,41.22
4,-0.45,4,1.44,4,0.27,4,0.09,4,-0.99,,,4,2.43,4,41.31
0.23,-0.54,0.23,0,0.23,-0.09,0.23,0.27,0.23,-0.09,0.23,0.09,0.23,0,0.23,-0.09
0.24,-0.54,0.24,0,0.24,-0.09,0.24,0.27,0.24,-0.09,0.24,0.09,0.24,0,0.24,-0.09
0.25,-0.54,0.25,0,0.25,-0.09,0.25,0.27,0.25,-0.09,0.25,0.09,0.25,0,0.25,-0.09
1.06,-0.54,1.06,0,1.06,0.27,1.06,-2.49E-17,1.06,-0.09,1.06,0.09,1.06,0,1.06,-0.09
1.07,-0.54,1.07,0,1.07,0.18,1.07,-2.49E-17,1.07,-0.09,1.07,0,1.07,0,1.07,-0.09
1.5,-0.54,1.5,6.21,1.5,-2.49E-17,1.5,0.09,1.5,-0.09,1.5,0.09,1.5,0,1.5,-0.09
1.51,-0.54,1.51,8.01,1.51,-2.49E-17,1.51,0.09,1.51,-0.09,1.51,0.09,1.51,0,1.51,-0.09
2.32,-0.54,2.32,2.7,2.32,0.18,2.32,0.09,2.32,-0.09,2.32,41.4,2.32,0,2.32,-0.09
2.33,-0.54,2.33,2.97,2.33,0.18,2.33,0.09,2.33,-0.09,2.33,41.58,2.33,0,2.33,-0.09
2.75,-0.54,2.75,2.97,2.75,-2.49E-17,2.75,0.09,2.75,23.13,2.75,0.63,2.75,6.75,2.75,-0.09
2.76,-0.54,2.76,2.7,2.76,-2.49E-17,2.76,-2.49E-17,2.76,24.75,2.76,0.72,2.76,8.73,2.76,-0.09
3.58,-0.54,3.58,0.36,3.58,36.81,3.58,-2.49E-17,3.58,5.58,3.58,1.62,3.58,7.47,3.58,-0.09
3.59,-0.54,3.59,0.18,3.59,37.17,3.59,-2.49E-17,3.59,5.22,3.59,1.71,3.59,7.74,3.59,-0.09
4.01,-0.54,4.01,1.53,4.01,0.63,4.01,-2.49E-17,4.01,-1.08,,,4.01,1.98,4.01,41.31
4.02,-0.54,4.02,1.53,4.02,0.99,4.02,-2.49E-17,4.02,-1.35,,,4.02,1.44,4.02,41.31
4.79,-0.54,,,4.79,0.81,4.79,-2.49E-17,4.79,-1.08,,,4.79,-0.72,4.79,5.67
5.35,-0.54,,,5.35,0.81,5.35,-2.49E-17,,,,,,,5.35,1.35
5.58,-0.54,,,,,5.58,30.42,,,,,,,,
0.26,-0.63,0.26,0,0.26,-0.09,0.26,0.27,0.26,-0.09,0.26,0.09,0.26,0,0.26,-0.09
1.04,-0.63,1.04,0,1.04,0.27,1.04,-2.49E-17,1.04,-0.09,1.04,0.09,1.04,0,1.04,-0.09
1.05,-0.63,1.05,0,1.05,0.27,1.05,-2.49E-17,1.05,-0.09,1.05,0.09,1.05,0,1.05,-0.09
1.52,-0.63,1.52,9.54,1.52,-2.49E-17,1.52,0.09,1.52,-0.09,1.52,0.09,1.52,0,1.52,-0.09
2.3,-0.63,2.3,2.25,2.3,0.27,2.3,0.09,2.3,-0.09,2.3,40.77,2.3,0,2.3,-0.09
2.31,-0.63,2.31,2.43,2.31,0.27,2.31,0.09,2.31,-0.09,2.31,41.13,2.31,0,2.31,-0.09
2.77,-0.63,2.77,2.43,2.77,-2.49E-17,2.77,-2.49E-17,2.77,26.37,2.77,0.9,2.77,9.99,2.77,-0.09
2.78,-0.63,2.78,2.16,2.78,-2.49E-17,2.78,-2.49E-17,2.78,27.72,2.78,1.08,2.78,12.51,2.78,-0.09
3.56,-0.63,3.56,0.72,3.56,35.73,3.56,-2.49E-17,3.56,6.03,3.56,1.26,3.56,6.75,3.56,-0.09
3.57,-0.63,3.57,0.54,3.57,36.27,3.57,-2.49E-17,3.57,6.03,3.57,1.44,3.57,7.11,3.57,-0.09
0.27,-0.72,0.27,0,0.27,-0.09,0.27,0.27,0.27,-0.09,0.27,0.09,0.27,0,0.27,-0.09
0.28,-0.72,0.28,0,0.28,-0.09,0.28,0.27,0.28,-0.09,0.28,0.09,0.28,0,0.28,-0.09
1.02,-0.72,1.02,0,1.02,0.27,1.02,-2.49E-17,1.02,-0.09,1.02,0.09,1.02,0,1.02,-0.09
1.03,-0.72,1.03,0,1.03,0.27,1.03,-2.49E-17,1.03,-0.09,1.03,0.09,1.03,0,1.03,-0.09
1.53,-0.72,1.53,11.79,1.53,-2.49E-17,1.53,0.09,1.53,-0.09,1.53,0.09,1.53,0,1.53,-0.09
1.54,-0.72,1.54,13.5,1.54,-2.49E-17,1.54,0.09,1.54,-0.09,1.54,0.09,1.54,0,1.54,-0.09
2.28,-0.72,2.28,1.53,2.28,0.27,2.28,0.09,2.28,-0.09,2.28,39.78,2.28,0,2.28,-0.09
2.29,-0.72,2.29,1.89,2.29,0.27,2.29,0.09,2.29,-0.09,2.29,40.32,2.29,0,2.29,-0.09
2.79,-0.72,2.79,1.89,2.79,-2.49E-17,2.79,-2.49E-17,2.79,29.25,2.79,1.44,2.79,14.22,2.79,-0.09
2.8,-0.72,2.8,1.62,2.8,-2.49E-17,2.8,-2.49E-17,2.8,30.87,2.8,1.71,2.8,15.93,2.8,-0.09
3.54,-0.72,3.54,0.99,3.54,34.38,3.54,-2.49E-17,3.54,5.76,3.54,0.99,3.54,6.12,3.54,-0.09
3.55,-0.72,3.55,0.81,3.55,35.1,3.55,-2.49E-17,3.55,5.94,3.55,1.08,3.55,6.39,3.55,-0.09
5.36,-0.72,,,5.36,0.63,5.36,-2.49E-17,,,,,,,5.36,1.53
5.57,-0.72,,,5.57,0.18,5.57,29.25,,,,,,,,
0.29,-0.81,0.29,0,0.29,-0.09,0.29,0.27,0.29,-0.09,0.29,0.09,0.29,0,0.29,-0.09
0.3,-0.81,0.3,0,0.3,-0.09,0.3,0.27,0.3,-0.09,0.3,0.09,0.3,0,0.3,-0.09
1,-0.81,1,0,1,0.27,1,-2.49E-17,1,-0.09,1,0.09,1,0,1,-0.09
1.01,-0.81,1.01,0,1.01,0.27,1.01,-2.49E-17,1.01,-0.09,1.01,0.09,1.01,0,1.01,-0.09
1.55,-0.81,1.55,15.39,1.55,-2.49E-17,1.55,0.09,1.55,-0.09,1.55,0.09,1.55,0,1.55,-0.09
1.56,-0.81,1.56,17.19,1.56,-2.49E-17,1.56,0.09,1.56,-0.09,1.56,0.09,1.56,0,1.56,-0.09
2.26,-0.81,2.26,1.08,2.26,0.27,2.26,0.09,2.26,-0.09,2.26,38.34,2.26,0,2.26,-0.09
2.27,-0.81,2.27,1.26,2.27,0.27,2.27,0.09,2.27,-0.09,2.27,39.06,2.27,0,2.27,-0.09
2.81,-0.81,2.81,1.35,2.81,-2.49E-17,2.81,-2.49E-17,2.81,32.4,2.81,1.98,2.81,17.82,2.81,-0.09
2.82,-0.81,2.82,1.08,2.82,-2.49E-17,2.82,-2.49E-17,2.82,33.84,2.82,2.25,2.82,19.53,2.82,-0.09
3.52,-0.81,3.52,1.26,3.52,32.67,3.52,-2.49E-17,3.52,5.49,3.52,0.63,3.52,5.67,3.52,-0.09
3.53,-0.81,3.53,1.08,3.53,33.57,3.53,-2.49E-17,3.53,5.67,3.53,0.81,3.53,5.85,3.53,-0.09
4.66,-0.81,,,4.66,0.18,4.66,-2.49E-17,4.66,0.9,,,4.66,1.98,4.66,4.14
4.78,-0.81,,,4.78,0.63,4.78,-2.49E-17,4.78,-1.08,,,4.78,-0.54,4.78,5.67
5.56,-0.81,,,5.56,0.09,5.56,27.81,,,,,,,,
0.31,-0.9,0.31,0,0.31,-0.09,0.31,0.27,0.31,-0.09,0.31,0.09,0.31,0,0.31,-0.09
0.32,-0.9,0.32,0,0.32,0,0.32,0.27,0.32,-0.09,0.32,0.09,0.32,0,0.32,-0.09
0.98,-0.9,0.98,0,0.98,0.27,0.98,-2.49E-17,0.98,-0.09,0.98,0.09,0.98,0,0.98,-0.09
0.99,-0.9,0.99,0,0.99,0.27,0.99,-2.49E-17,0.99,-0.09,0.99,0.09,0.99,0,0.99,-0.09
1.57,-0.9,1.57,19.17,1.57,-2.49E-17,1.57,0.09,1.57,-0.09,1.57,0.09,1.57,0,1.57,-0.09
1.58,-0.9,1.58,20.97,1.58,-2.49E-17,1.58,0.09,1.58,-0.09,1.58,0.09,1.58,0,1.58,-0.09
2.24,-0.9,2.24,0.54,2.24,0.27,2.24,0.09,2.24,-0.09,2.24,36.63,2.24,0,2.24,-0.09
2.25,-0.9,2.25,0.81,2.25,0.27,2.25,0.09,2.25,-0.09,2.25,37.53,2.25,0,2.25,-0.09
2.83,-0.9,2.83,0.72,2.83,-2.49E-17,2.83,-2.49E-17,2.83,35.28,2.83,2.61,2.83,21.42,2.83,-0.09
2.84,-0.9,2.84,0.45,2.84,-2.49E-17,2.84,-2.49E-17,2.84,36.36,2.84,2.88,2.84,23.04,2.84,-0.09
3.5,-0.9,3.5,1.53,3.5,30.69,3.5,-2.49E-17,3.5,5.22,3.5,0.36,3.5,5.04,3.5,-0.09
3.51,-0.9,3.51,1.35,3.51,31.77,3.51,-2.49E-17,3.51,5.4,3.51,0.45,3.51,5.4,3.51,-0.09
0.33,-0.99,0.33,0,0.33,0,0.33,0.27,0.33,-0.09,0.33,0.09,0.33,0,0.33,-0.09
0.34,-0.99,0.34,0,0.34,0,0.34,0.27,0.34,-0.09,0.34,0.09,0.34,0,0.34,-0.09
0.96,-0.99,0.96,0,0.96,0.27,0.96,-2.49E-17,0.96,-0.09,0.96,0.09,0.96,0,0.96,-0.09
0.97,-0.99,0.97,0,0.97,0.27,0.97,-2.49E-17,0.97,-0.09,0.97,0.09,0.97,0,0.97,-0.09
1.59,-0.99,1.59,22.68,1.59,-2.49E-17,1.59,0.09,1.59,-0.09,1.59,0.09,1.59,0,1.59,-0.09
1.6,-0.99,1.6,24.21,1.6,-2.49E-17,1.6,0.09,1.6,-0.09,1.6,0.09,1.6,0,1.6,-0.09
2.23,-0.99,2.23,0.36,2.23,0.27,2.23,0.09,2.23,-0.09,2.23,35.64,2.23,0,2.23,-0.09
2.85,-0.99,2.85,0.09,2.85,-2.49E-17,2.85,-2.49E-17,2.85,37.35,2.85,3.24,2.85,24.75,2.85,-0.09
3.48,-0.99,3.48,1.8,3.48,28.44,3.48,-2.49E-17,3.48,4.86,3.48,1.18E-14,3.48,4.23,3.48,-0.09
3.49,-0.99,3.49,1.62,3.49,29.61,3.49,-2.49E-17,3.49,5.04,3.49,0.18,3.49,4.68,3.49,-0.09
4.77,-0.99,,,4.77,0.45,4.77,-2.49E-17,4.77,-1.08,,,4.77,-0.27,4.77,5.58
5.37,-0.99,,,5.37,0.45,5.37,-2.49E-17,,,,,,,5.37,1.62
5.55,-0.99,,,5.55,-1.03E-15,5.55,26.46,,,,,,,,
0.35,-1.08,0.35,0,0.35,0,0.35,0.27,0.35,-0.09,0.35,0.09,0.35,0,0.35,-0.09
0.95,-1.08,0.95,0,0.95,0.27,0.95,0.09,0.95,-0.09,0.95,0.09,0.95,0,0.95,-0.09
1.61,-1.08,1.61,25.74,1.61,-2.49E-17,1.61,0.09,1.61,-0.09,1.61,0.09,1.61,0,1.61,-0.09
1.62,-1.08,1.62,27.27,1.62,-2.49E-17,1.62,0.09,1.62,-0.09,1.62,0.09,1.62,0,1.62,-0.09
2.21,-1.08,2.21,0.09,2.21,0.27,2.21,0.09,2.21,-0.09,2.21,33.39,2.21,0,2.21,-0.09
2.22,-1.08,2.22,0.18,2.22,0.27,2.22,0.09,2.22,-0.09,2.22,34.56,2.22,0,2.22,-0.09
2.86,-1.08,2.86,-0.18,2.86,-2.49E-17,2.86,-2.49E-17,2.86,38.25,2.86,3.51,2.86,26.46,2.86,-0.09
2.87,-1.08,2.87,-0.45,2.87,-2.49E-17,2.87,-2.49E-17,2.87,39.15,2.87,3.78,2.87,28.08,2.87,-0.09
3.46,-1.08,3.46,1.98,3.46,25.83,3.46,-2.49E-17,3.46,3.87,3.46,-0.36,3.46,3.15,3.46,-0.09
3.47,-1.08,3.47,1.89,3.47,27.18,3.47,-2.49E-17,3.47,4.59,3.47,-0.18,3.47,3.51,3.47,-0.09
5.54,-1.08,,,5.54,-0.09,5.54,24.93,,,,,,,,
0.36,-1.17,0.36,0,0.36,0,0.36,0.27,0.36,-0.09,0.36,0.09,0.36,0,0.36,-0.09
0.37,-1.17,0.37,0,0.37,0,0.37,0.27,0.37,-0.09,0.37,0.09,0.37,0,0.37,-0.09
0.92,-1.17,0.92,0,0.92,0.27,0.92,0.09,0.92,-0.09,0.92,0.09,0.92,0,0.92,-0.18
0.93,-1.17,0.93,0,0.93,0.27,0.93,0.09,0.93,-0.09,0.93,0.09,0.93,0,0.93,-0.09
0.94,-1.17,0.94,0,0.94,0.27,0.94,0.09,0.94,-0.09,0.94,0.09,0.94,0,0.94,-0.09
1.63,-1.17,1.63,28.71,1.63,-2.49E-17,1.63,0.09,1.63,-0.09,1.63,0.09,1.63,0,1.63,-0.09
1.64,-1.17,1.64,30.15,1.64,-2.49E-17,1.64,0.09,1.64,-0.09,1.64,0.09,1.64,0,1.64,-0.09
2.19,-1.17,2.19,-0.18,2.19,0.27,2.19,0.09,2.19,-0.09,2.19,30.87,2.19,0,2.19,-0.09
2.2,-1.17,2.2,5.59E-15,2.2,0.27,2.2,0.09,2.2,-0.09,2.2,32.13,2.2,0,2.2,-0.09
2.88,-1.17,2.88,-0.81,2.88,-2.49E-17,2.88,-2.49E-17,2.88,39.87,2.88,4.05,2.88,29.52,2.88,-0.09
2.89,-1.17,2.89,-1.08,2.89,-2.49E-17,2.89,-2.49E-17,2.89,40.5,2.89,4.32,2.89,30.96,2.89,-0.09
3.44,-1.17,3.44,2.25,3.44,22.95,3.44,-2.49E-17,3.44,2.61,3.44,-0.63,3.44,2.25,3.44,-0.09
3.45,-1.17,3.45,2.16,3.45,24.48,3.45,-2.49E-17,3.45,3.15,3.45,-0.45,3.45,2.79,3.45,-0.09
5.38,-1.17,,,5.38,0.27,5.38,-0.09,,,,,,,5.38,1.71
0.38,-1.26,0.38,0,0.38,0,0.38,0.27,0.38,-0.09,0.38,0.09,0.38,0,0.38,-0.09
0.39,-1.26,0.39,0,0.39,0,0.39,0.27,0.39,-0.09,0.39,0.09,0.39,0,0.39,-0.09
0.91,-1.26,0.91,0,0.91,0.27,0.91,0.09,0.91,-0.09,0.91,0.09,0.91,0,0.91,-0.18
1.65,-1.26,1.65,31.41,1.65,-2.49E-17,1.65,0.09,1.65,-0.09,1.65,0.09,1.65,0,1.65,-0.09
1.66,-1.26,1.66,32.67,1.66,-2.49E-17,1.66,0.09,1.66,-0.09,1.66,0.09,1.66,0,1.66,-0.18
2.17,-1.26,2.17,-0.36,2.17,0.27,2.17,0.09,2.17,-0.09,2.17,28.08,2.17,0,2.17,-0.18
2.18,-1.26,2.18,-0.45,2.18,0.27,2.18,0.09,2.18,-0.09,2.18,29.52,2.18,0,2.18,-0.18
2.9,-1.26,2.9,-1.17,2.9,-2.49E-17,2.9,-2.49E-17,2.9,41.04,2.9,4.59,2.9,32.31,2.9,-0.09
2.91,-1.26,2.91,-1.08,2.91,-2.49E-17,2.91,-2.49E-17,2.91,41.58,2.91,4.86,2.91,33.48,2.91,-0.09
3.42,-1.26,3.42,2.43,3.42,19.8,3.42,-2.49E-17,3.42,2.97,3.42,-0.81,3.42,1.35,3.42,-0.18
3.43,-1.26,3.43,2.34,3.43,21.42,3.43,-2.49E-17,3.43,3.06,3.43,-0.81,3.43,1.98,3.43,-0.18
5.53,-1.26,,,5.53,-0.27,5.53,23.49,,,,,,,,
0.4,-1.35,0.4,0,0.4,0,0.4,0.27,0.4,-0.09,0.4,0.09,0.4,0,0.4,-0.18
0.41,-1.35,0.41,0,0.41,0,0.41,0.27,0.41,-0.09,0.41,0.09,0.41,0,0.41,-0.18
0.89,-1.35,0.89,0,0.89,0.27,0.89,0.09,0.89,-0.09,0.89,0.09,0.89,0,0.89,-0.18
0.9,-1.35,0.9,0,0.9,0.27,0.9,0.09,0.9,-0.09,0.9,0.09,0.9,0,0.9,-0.18
1.67,-1.35,1.67,33.84,1.67,-2.49E-17,1.67,0.09,1.67,-0.09,1.67,0.09,1.67,0,1.67,-0.18
2.15,-1.35,2.15,-0.45,2.15,0.27,2.15,0.09,2.15,-0.09,2.15,25.02,2.15,0,2.15,-0.18
2.16,-1.35,2.16,-0.63,2.16,0.27,2.16,0.09,2.16,-0.09,2.16,26.55,2.16,0,2.16,-0.18
2.92,-1.35,2.92,-0.9,2.92,-2.49E-17,2.92,-2.49E-17,2.92,41.94,2.92,5.04,2.92,34.74,2.92,-0.09
2.93,-1.35,2.93,-0.81,2.93,-2.49E-17,2.93,-2.49E-17,2.93,42.21,2.93,5.31,2.93,35.82,2.93,-0.18
3.41,-1.35,3.41,2.52,3.41,18.27,3.41,-2.49E-17,3.41,2.79,3.41,-0.45,3.41,0.9,3.41,-0.18
4.76,-1.35,,,4.76,0.36,4.76,-2.49E-17,4.76,-0.81,,,4.76,-0.09,4.76,5.49
5.52,-1.35,,,5.52,-0.36,5.52,22.14,,,,,,,,
0.42,-1.44,0.42,0,0.42,0,0.42,0.27,0.42,-0.09,0.42,0.09,0.42,0,0.42,-0.18
0.43,-1.44,0.43,0,0.43,0.09,0.43,0.27,0.43,-0.09,0.43,0.18,0.43,0,0.43,-0.18
0.87,-1.44,0.87,0,0.87,0.27,0.87,0.09,0.87,-0.09,0.87,0.09,0.87,0,0.87,-0.18
0.88,-1.44,0.88,0,0.88,0.27,0.88,0.09,0.88,-0.09,0.88,0.09,0.88,0,0.88,-0.18
1.68,-1.44,1.68,34.92,1.68,-2.49E-17,1.68,0.09,1.68,-0.09,1.68,0.09,1.68,0,1.68,-0.18
1.69,-1.44,1.69,35.91,1.69,0.09,1.69,0.09,1.69,-0.09,1.69,0.09,1.69,0,1.69,-0.18
1.7,-1.44,1.7,36.81,1.7,0.09,1.7,0.09,1.7,-0.09,1.7,0.09,1.7,0,1.7,-0.18
2.13,-1.44,2.13,-1.62,2.13,0.27,2.13,0.09,2.13,-0.09,2.13,21.6,2.13,0,2.13,-0.18
2.14,-1.44,2.14,-0.81,2.14,0.27,2.14,0.09,2.14,-0.09,2.14,23.4,2.14,0,2.14,-0.18
2.94,-1.44,2.94,-0.63,2.94,0.09,2.94,-2.49E-17,2.94,42.39,2.94,5.49,2.94,36.81,2.94,-0.18
2.95,-1.44,2.95,-0.45,2.95,0.09,2.95,-2.49E-17,2.95,42.48,2.95,5.76,2.95,37.71,2.95,-0.18
3.39,-1.44,3.39,2.7,3.39,15.03,3.39,-2.49E-17,3.39,2.34,3.39,0.18,3.39,-0.36,3.39,-0.18
3.4,-1.44,3.4,2.61,3.4,16.65,3.4,-2.49E-17,3.4,2.61,3.4,-0.18,3.4,0.27,3.4,-0.18
4.75,-1.44,,,4.75,0.18,4.75,-2.49E-17,4.75,-0.45,,,4.75,0.18,4.75,5.4
5.39,-1.44,,,5.39,0.18,5.39,-2.49E-17,,,,,,,5.39,1.89
0.44,-1.53,0.44,0,0.44,0.09,0.44,0.27,0.44,-0.09,0.44,0.18,0.44,0,0.44,-0.18
0.45,-1.53,0.45,0,0.45,0.09,0.45,0.27,0.45,-0.09,0.45,0.18,0.45,0,0.45,-0.18
0.85,-1.53,0.85,0,0.85,0.27,0.85,0.09,0.85,-0.09,0.85,0.09,0.85,0,0.85,-0.18
0.86,-1.53,0.86,0,0.86,0.27,0.86,0.09,0.86,-0.09,0.86,0.09,0.86,0,0.86,-0.18
1.71,-1.53,1.71,37.71,1.71,0.09,1.71,0.09,1.71,-0.09,1.71,0.09,1.71,0,1.71,-0.18
1.72,-1.53,1.72,38.43,1.72,0.09,1.72,0.09,1.72,-0.09,1.72,0.09,1.72,0,1.72,-0.18
2.1,-1.53,2.1,4.14,2.1,0.27,2.1,0.09,2.1,-0.09,2.1,16.29,2.1,0,2.1,-0.18
2.11,-1.53,2.11,2.16,2.11,0.27,2.11,0.09,2.11,-0.09,2.11,18.09,2.11,0,2.11,-0.18
2.12,-1.53,2.12,0.09,2.12,0.27,2.12,0.09,2.12,-0.09,2.12,19.8,2.12,0,2.12,-0.18
2.96,-1.53,2.96,-0.27,2.96,0.09,2.96,-2.49E-17,2.96,42.48,2.96,5.94,2.96,38.52,2.96,-0.18
2.97,-1.53,2.97,-0.18,2.97,0.09,2.97,-2.49E-17,2.97,42.12,2.97,6.03,2.97,39.24,2.97,-0.18
3.36,-1.53,3.36,2.88,3.36,9.9,3.36,-2.49E-17,3.36,1.62,3.36,1.17,3.36,2.43,3.36,-0.18
3.37,-1.53,3.37,2.79,3.37,11.97,3.37,-2.49E-17,3.37,1.8,3.37,0.81,3.37,0.45,3.37,-0.18
3.38,-1.53,3.38,2.7,3.38,13.5,3.38,-2.49E-17,3.38,2.07,3.38,0.54,3.38,-1.35,3.38,-0.18
5.51,-1.53,,,5.51,-0.45,5.51,20.61,,,,,,,,
0.46,-1.62,0.46,0,0.46,0.09,0.46,0.27,0.46,-0.09,0.46,0.18,0.46,0,0.46,-0.18
0.47,-1.62,0.47,0,0.47,0.09,0.47,0.27,0.47,-0.09,0.47,0.18,0.47,0,0.47,-0.18
0.48,-1.62,0.48,0,0.48,0.09,0.48,0.27,0.48,-0.09,0.48,0.18,0.48,0,0.48,-0.18
0.82,-1.62,0.82,0,0.82,0.27,0.82,0.09,0.82,-0.09,0.82,0.09,0.82,0,0.82,-0.18
