Wavelength,Intensity
 566.965,    160.19 
 567.309,     65.93 
 567.652,     56.95 
 567.996,     61.44 
 568.340,    139.99 
 568.684,     79.39 
 569.027,     56.95 
 569.371,     70.42 
 569.715,    151.21 
 570.058,    178.15 
 570.402,     79.39 
 570.745,     99.59 
 571.089,    189.37 
 571.432,    108.57 
 571.775,    131.01 
 572.119,    175.90 
 572.462,     68.17 
 572.805,    117.55 
 573.148,     47.97 
 573.491,    151.21 
 573.834,    128.77 
 574.177,    205.08 
 574.520,    162.43 
 574.863,    162.43 
 575.206,    166.92 
 575.549,     81.64 
 575.892,     27.77 
 576.234,    101.84 
 576.577,    162.43 
 576.920,    182.63 
 577.262,    166.92 
 577.605,     97.35 
 577.947,    117.55 
 578.290,    137.75 
 578.632,    126.53 
 578.975,    153.46 
 579.317,     27.77 
 579.659,    173.66 
 580.001,    189.37 
 580.344,    164.68 
 580.686,    108.57 
 581.028,    119.79 
 581.370,    166.92 
 581.712,    142.24 
 582.054,    249.96 
 582.396,    330.76 
 582.738,    211.81 
 583.079,    193.86 
 583.421,     99.59 
 583.763,     65.93 
 584.105,    131.01 
 584.446,    198.34 
 584.788,    180.39 
 585.129,    169.17 
 585.471,     92.86 
 585.812,    196.10 
 586.154,    124.28 
 586.495,     32.26 
 586.836,    113.06 
 587.178,    187.12 
 587.519,     45.73 
 587.860,    153.46 
 588.201,    169.17 
 588.542,    171.41 
 588.883,    162.43 
 589.224,    175.90 
 589.565,    306.07 
 589.906,    319.54 
 590.247,    252.21 
 590.588,    119.79 
 590.929,    113.06 
 591.269,     92.86 
 591.610,     32.26 
 591.951,    133.26 
 592.291,    115.30 
 592.632,    128.77 
 592.972,    146.72 
 593.313,    182.63 
 593.653,     99.59 
 593.993,    274.65 
 594.334,    319.54 
 594.674,    297.10 
 595.014,    254.45 
 595.354,    173.66 
 595.694,    117.55 
 596.034,    191.61 
 596.375,    155.70 
 596.714,    164.68 
 597.054,    119.79 
 597.394,    164.68 
 597.734,    155.70 
 598.074,    227.52 
 598.414,    297.10 
 598.753,    301.58 
 599.093,    256.70 
 599.433,    218.54 
 599.772,    142.24 
 600.112,    173.66 
 600.451,    218.54 
 600.791,    115.30 
 601.130,     95.10 
 601.469,    131.01 
 601.809,     83.88 
 602.148,     97.35 
 602.487,    193.86 
 602.826,    315.05 
 603.165,    362.18 
 603.504,    303.83 
 603.843,    420.53 
 604.182,    393.60 
 604.521,    263.43 
 604.860,    108.57 
 605.199,    117.55 
 605.538,     83.88 
 605.877,    110.81 
 606.215,    106.33 
 606.554,     81.64 
 606.892,     86.13 
 607.231,    131.01 
 607.570,    205.08 
 607.908,    146.72 
 608.246,    153.46 
 608.585,    133.26 
 608.923,     92.86 
 609.261,     92.86 
 609.600,    115.30 
 609.938,    133.26 
 610.276,    113.06 
 610.614,    155.70 
 610.952,    171.41 
 611.290,    142.24 
 611.628,    126.53 
 611.966,     74.91 
 612.304,     30.02 
 612.641,     97.35 
 612.979,    155.70 
 613.317,    232.01 
 613.655,    189.37 
 613.992,    119.79 
 614.330,    270.16 
 614.667,    321.78 
 615.005,    104.08 
 615.342,     68.17 
 615.680,     36.75 
 616.017,     18.80 
 616.354,     99.59 
 616.691,    124.28 
 617.029,    209.57 
 617.366,    115.30 
 617.703,     79.39 
 618.040,     90.62 
 618.377,    155.70 
 618.714,     74.91 
 619.051,     81.64 
 619.388,     70.42 
 619.725,    -39.56 
 620.061,     56.95 
 620.398,    164.68 
 620.735,    227.52 
 621.071,    180.39 
 621.408,    108.57 
 621.745,     -3.65 
 622.081,    -17.11 
 622.417,     14.31 
 622.754,     99.59 
 623.090,    164.68 
 623.427,    189.37 
 623.763,    117.55 
 624.099,    146.72 
 624.435,    124.28 
 624.771,    108.57 
 625.107,     36.75 
 625.443,     86.13 
 625.779,    133.26 
 626.115,     23.29 
 626.451,     68.17 
 626.787,      7.57 
 627.123,     83.88 
 627.459,     -3.65 
 627.794,     83.88 
 628.130,     90.62 
 628.465,    137.75 
 628.801,    104.08 
 629.137,     43.48 
