Wavelength,Intensity
 261.276,    -63.40 
 261.654,     -9.54 
 262.033,    -11.78 
 262.411,    -34.23 
 262.789,    -20.76 
 263.167,     -2.81 
 263.545,    -20.76 
 263.924,    -92.58 
 264.302,    -23.00 
 264.680,   -101.56 
 265.058,      1.68 
 265.436,    -34.23 
 265.813,     21.88 
 266.191,     -9.54 
 266.569,    -92.58 
 266.947,    -16.27 
 267.325,     -7.29 
 267.702,    -18.52 
 268.080,    -34.23 
 268.458,    -72.38 
 268.835,     15.15 
 269.213,     15.15 
 269.591,    -36.47 
 269.968,    -14.03 
 270.346,     19.64 
 270.723,    -25.25 
 271.100,      3.93 
 271.478,    -47.69 
 271.855,    -16.27 
 272.232,    -94.82 
 272.610,    -97.07 
 272.987,     -9.54 
 273.364,    -23.00 
 273.741,     39.84 
 274.118,     -9.54 
 274.495,    -31.98 
 274.872,     21.88 
 275.249,    -20.76 
 275.626,    -61.16 
 276.003,    -14.03 
 276.380,    -31.98 
 276.757,    -11.78 
 277.134,    -40.96 
 277.511,    -29.74 
 277.887,     -2.81 
 278.264,     -7.29 
 278.641,    -47.69 
 279.018,     26.37 
 279.394,     -7.29 
 279.771,    -29.74 
 280.147,     30.86 
 280.524,     15.15 
 280.900,     37.59 
 281.277,     89.21 
 281.653,     -0.56 
 282.029,     10.66 
 282.406,    -58.91 
 282.782,      6.17 
 283.158,     21.88 
 283.534,     -7.29 
 283.910,     17.39 
 284.287,    -29.74 
 284.663,    -74.62 
 285.039,    -79.11 
 285.415,      8.42 
 285.791,     26.37 
 286.167,    -49.94 
 286.542,    -16.27 
 286.918,    -61.16 
 287.294,    -27.49 
 287.670,    -23.00 
 288.046,    -67.89 
 288.421,    -43.20 
 288.797,      8.42 
 289.173,     -2.81 
 289.548,     -7.29 
 289.924,     46.57 
 290.299,     -7.29 
 290.675,     26.37 
 291.050,      3.93 
 291.426,    -29.74 
 291.801,     51.06 
 292.177,    -25.25 
 292.552,    -47.69 
 292.927,     -2.81 
 293.302,     35.35 
 293.678,     51.06 
 294.053,     42.08 
 294.428,    -27.49 
 294.803,      6.17 
 295.178,    -58.91 
 295.553,    -88.09 
 295.928,     17.39 
 296.303,    -27.49 
 296.678,    -16.27 
 297.053,     44.33 
 297.427,      6.17 
 297.802,      3.93 
 298.177,     -7.29 
 298.552,     55.55 
 298.926,     33.10 
 299.301,    -25.25 
 299.676,     30.86 
 300.050,      8.42 
 300.425,     -7.29 
 300.799,     53.30 
 301.174,    -43.20 
 301.548,    -11.78 
 301.922,     -2.81 
 302.297,     28.62 
 302.671,     39.84 
 303.045,     39.84 
 303.420,     24.13 
 303.794,     39.84 
 304.168,     39.84 
 304.542,     80.24 
 304.916,     66.77 
 305.290,     -0.56 
 305.664,     64.53 
 306.038,     44.33 
 306.412,     62.28 
 306.786,    125.12 
 307.160,     93.70 
 307.534,     51.06 
 307.907,    286.72 
 308.281,    286.72 
 308.655,    389.96 
 309.028,    470.75 
 309.402,    587.46 
 309.776,    549.30 
 310.149,    547.06 
 310.523,    464.02 
 310.896,    448.31 
 311.270,    363.02 
 311.643,    403.42 
 312.016,    340.58 
 312.390,    403.42 
 312.763,    511.15 
 313.136,    380.98 
 313.509,    336.09 
 313.883,    425.87 
 314.256,    428.11 
 314.629,    403.42 
 315.002,    392.20 
 315.375,    372.00 
 315.748,    380.98 
 316.121,    322.63 
 316.494,    347.31 
 316.867,    286.72 
 317.240,    250.81 
 317.612,    205.92 
 317.985,    219.39 
 318.358,    259.78 
 318.730,    268.76 
 319.103,    257.54 
 319.476,    170.01 
 319.848,    210.41 
 320.221,    158.79 
 320.593,    120.63 
 320.966,    167.77 
 321.338,    118.39 
 321.711,    138.59 
 322.083,     98.19 
 322.455,    152.05 
 322.828,    149.81 
 323.200,    152.05 
 323.572,     62.28 
 323.944,     33.10 
 324.316,     62.28 
 324.688,    104.92 
 325.060,    116.15 
 325.432,     57.79 
 325.804,    149.81 
 326.176,    104.92 
 326.548,     53.30 
 326.920,     66.77 
 327.292,     71.26 
 327.664,     84.72 
 328.035,    111.66 
 328.407,     24.13 
 328.779,     89.21 
 329.150,     12.91 
 329.522,     10.66 
 329.893,     39.84 
 330.265,     28.62 
 330.636,     80.24 
 331.008,     51.06 
 331.379,     80.24 
 331.750,    -52.18 
 332.122,     48.81 
 332.493,     82.48 
 332.864,     19.64 
 333.236,    140.83 
 333.607,     69.01 
 333.978,      8.42 
 334.349,     64.53 
 334.720,      6.17 
 335.091,    134.10 
 335.462,    120.63 
 335.833,     30.86 
 336.204,     75.75 
 336.575,      6.17 
 336.945,      3.93 
 337.316,     57.79 
 337.687,     53.30 
 338.058,     24.13 
 338.428,    109.41 
 338.799,     80.24 
 339.169,    107.17 
 339.540,     21.88 
 339.911,     57.79 
 340.281,    104.92 
 340.651,    118.39 
 341.022,     95.95 
 341.392,     48.81 
 341.762,     71.26 
 342.133,    100.43 
 342.503,     86.97 
 342.873,     28.62 
 343.243,     71.26 
 343.613,     91.46 
 343.984,     86.97 
 344.354,     57.79 
 344.724,     75.75 
 345.094,     95.95 
 345.464,    104.92 
 345.833,     33.10 
 346.203,     80.24 
 346.573,     98.19 
 346.943,     35.35 
 347.313,     66.77 
 347.682,     30.86 
 348.052,     71.26 
 348.422,     30.86 
 348.791,     55.55 
 349.161,     75.75 
 349.530,     77.99 
 349.900,     53.30 
 350.269,     64.53 
 350.638,    129.61 
 351.008,     51.06 
 351.377,    149.81 
 351.746,    127.37 
 352.116,     39.84 
 352.485,     35.35 
 352.854,     89.21 
 353.223,     42.08 
 353.592,     -5.05 
 353.961,     75.75 
 354.330,     53.30 
 354.699,     89.21 
 355.068,     55.55 
 355.437,     80.24 
 355.806,     55.55 
 356.175,    -14.03 
 356.543,     21.88 
 356.912,     53.30 
 357.281,     69.01 
 357.650,     82.48 
 358.018,     44.33 
 358.387,     53.30 
 358.755,    -11.78 
 359.124,     28.62 
 359.492,     26.37 
 359.861,      3.93 
 360.229,     26.37 
 360.597,     51.06 
 360.966,    127.37 
 361.334,     48.81 
 361.702,     55.55 
 362.070,     89.21 
 362.438,     80.24 
 362.807,     89.21 
 363.175,     15.15 
 363.543,     66.77 
 363.911,     95.95 
 364.279,     89.21 
 364.646,     60.04 
 365.014,      3.93 
 365.382,     44.33 
 365.750,     69.01 
 366.118,     17.39 
 366.485,     35.35 
 366.853,     33.10 
 367.221,    118.39 
 367.588,      3.93 
 367.956,      6.17 
 368.323,     57.79 
 368.691,      8.42 
 369.058,     33.10 
 369.426,    120.63 
 369.793,     75.75 
 370.160,     55.55 
 370.528,     42.08 
 370.895,    111.66 
 371.262,     77.99 
 371.629,     24.13 
 371.996,     71.26 
 372.363,     64.53 
 372.730,     55.55 
 373.097,     71.26 
 373.464,     44.33 
 373.831,    134.10 
 374.198,     60.04 
 374.565,     82.48 
 374.932,     53.30 
 375.299,    149.81 
 375.665,     84.72 
 376.032,     42.08 
 376.399,     89.21 
 376.765,     53.30 
 377.132,     98.19 
 377.498,    111.66 
 377.865,     51.06 
 378.231,     66.77 
 378.598,     60.04 
 378.964,    111.66 
 379.331,     95.95 
 379.697,     51.06 
 380.063,     51.06 
 380.429,    147.57 
 380.795,     53.30 
 381.162,     60.04 
 381.528,     91.46 
 381.894,     46.57 
 382.260,     62.28 
 382.626,     89.21 
 382.992,     39.84 
 383.358,     69.01 
 383.723,    113.90 
 384.089,     53.30 
 384.455,     48.81 
 384.821,    111.66 
 385.186,     39.84 
 385.552,     44.33 
 385.918,     46.57 
 386.283,     77.99 
 386.649,     62.28 
 387.014,      8.42 
 387.380,      6.17 
 387.745,    -18.52 
 388.111,     53.30 
 388.476,     15.15 
 388.841,    107.17 
 389.206,     91.46 
 389.572,     57.79 
 389.937,     89.21 
 390.302,     98.19 
 390.667,     42.08 
 391.032,     35.35 
 391.397,     60.04 
 391.762,     98.19 
 392.127,     75.75 
 392.492,    -23.00 
 392.857,     12.91 
 393.222,    -20.76 
 393.587,     44.33 
 393.951,     93.70 
 394.316,     77.99 
 394.681,     55.55 
 395.045,     60.04 
 395.410,     71.26 
 395.774,     15.15 
 396.139,     69.01 
 396.503,     46.57 
 396.868,     82.48 
 397.232,     75.75 
 397.596,     55.55 
 397.961,    183.48 
 398.325,    154.30 
 398.689,    178.99 
 399.053,     69.01 
 399.418,     77.99 
 399.782,     64.53 
 400.146,     46.57 
 400.510,     77.99 
 400.874,     55.55 
 401.238,    156.54 
 401.602,    100.43 
 401.965,     21.88 
 402.329,     35.35 
 402.693,     95.95 
 403.057,     21.88 
 403.420,     77.99 
 403.784,     35.35 
 404.148,     24.13 
 404.511,     42.08 
 404.875,     30.86 
 405.238,     51.06 
 405.602,     39.84 
 405.965,     57.79 
 406.329,     35.35 
 406.692,     75.75 
 407.055,     60.04 
 407.418,     93.70 
 407.782,    -14.03 
 408.145,     64.53 
 408.508,     71.26 
 408.871,     71.26 
 409.234,      6.17 
 409.597,     44.33 
 409.960,    100.43 
 410.323,     48.81 
 410.686,    109.41 
 411.049,    430.35 
 411.412,    488.71 
 411.774,    342.82 
 412.137,     91.46 
 412.500,     -0.56 
 412.862,     80.24 
 413.225,     39.84 
 413.588,     15.15 
 413.950,     66.77 
 414.313,     91.46 
 414.675,     51.06 
 415.037,     64.53 
 415.400,     15.15 
 415.762,     86.97 
 416.124,     84.72 
 416.487,     66.77 
 416.849,     60.04 
 417.211,    111.66 
 417.573,    120.63 
 417.935,     42.08 
 418.297,    -58.91 
 418.659,     62.28 
 419.021,    -23.00 
 419.383,     19.64 
 419.745,     64.53 
 420.107,     53.30 
 420.469,     75.75 
 420.830,    -56.67 
 421.192,    104.92 
 421.554,     53.30 
 421.915,     -2.81 
 422.277,     73.50 
 422.638,    -36.47 
 423.000,     57.79 
 423.361,     77.99 
 423.723,     86.97 
 424.084,     42.08 
 424.446,      3.93 
 424.807,     93.70 
 425.168,     35.35 
 425.529,    -49.94 
 425.891,     48.81 
 426.252,     24.13 
 426.613,     89.21 
 426.974,     46.57 
 427.335,     46.57 
 427.696,      6.17 
 428.057,     30.86 
 428.418,     39.84 
 428.778,    -11.78 
 429.139,     39.84 
 429.500,      3.93 
 429.861,     51.06 
 430.221,     42.08 
 430.582,     82.48 
 430.943,     30.86 
 431.303,     -7.29 
 431.664,     69.01 
 432.024,    116.15 
 432.385,     75.75 
 432.745,    -18.52 
 433.105,     44.33 
 433.466,     -7.29 
 433.826,     44.33 
 434.186,    183.48 
 434.546,    448.31 
 434.907,   1063.26 
 435.267,   2046.29 
 435.627,   1175.48 
 435.987,    304.67 
 436.347,     21.88 
 436.707,     37.59 
 437.067,     42.08 
 437.427,    143.08 
 437.786,     53.30 
 438.146,     93.70 
 438.506,     86.97 
 438.866,     91.46 
 439.225,     77.99 
 439.585,    102.68 
 439.944,     -5.05 
 440.304,    -11.78 
 440.663,     12.91 
 441.023,     53.30 
 441.382,      8.42 
 441.742,    122.88 
 442.101,    -25.25 
 442.460,     39.84 
 442.820,     42.08 
 443.179,     42.08 
 443.538,     51.06 
 443.897,     24.13 
 444.256,     57.79 
 444.615,    136.34 
 444.974,     44.33 
 445.333,    111.66 
 445.692,     28.62 
 446.051,    127.37 
 446.410,     -2.81 
 446.768,     91.46 
 447.127,     53.30 
 447.486,     30.86 
 447.845,    113.90 
 448.203,     19.64 
 448.562,     77.99 
 448.920,    131.86 
 449.279,     91.46 
 449.637,    -31.98 
 449.996,      8.42 
 450.354,    -31.98 
 450.712,     21.88 
 451.071,     39.84 
 451.429,     66.77 
 451.787,    -38.72 
 452.145,     69.01 
 452.503,     66.77 
 452.861,     44.33 
 453.219,     53.30 
 453.577,     42.08 
 453.935,     30.86 
 454.293,     24.13 
 454.651,     24.13 
 455.009,      8.42 
 455.367,     64.53 
 455.725,     39.84 
 456.082,     12.91 
 456.440,     62.28 
 456.798,     28.62 
 457.155,     51.06 
 457.513,      8.42 
 457.870,    -45.45 
 458.228,    -16.27 
 458.585,    -18.52 
 458.942,     60.04 
 459.300,     33.10 
 459.657,     24.13 
 460.014,     55.55 
 460.371,     -7.29 
 460.729,     -2.81 
 461.086,     35.35 
 461.443,    -14.03 
 461.800,    -56.67 
 462.157,    -16.27 
 462.514,      6.17 
 462.871,     95.95 
 463.227,     77.99 
 463.584,    -20.76 
 463.941,     42.08 
 464.298,    -11.78 
 464.655,     39.84 
 465.011,    -18.52 
 465.368,    -47.69 
 465.724,     -9.54 
 466.081,     33.10 
 466.437,     69.01 
 466.794,     57.79 
 467.150,    116.15 
 467.507,    138.59 
 467.863,     51.06 
 468.219,    -47.69 
 468.575,     55.55 
 468.932,     39.84 
 469.288,      3.93 
 469.644,    107.17 
 470.000,     24.13 
 470.356,     33.10 
 470.712,     12.91 
 471.068,     57.79 
 471.424,     26.37 
 471.780,     17.39 
 472.135,     19.64 
 472.491,     39.84 
 472.847,     66.77 
 473.203,    -20.76 
 473.558,     30.86 
 473.914,     82.48 
 474.269,     -5.05 
 474.625,     53.30 
 474.980,     19.64 
 475.336,    -31.98 
 475.691,    107.17 
 476.046,     -9.54 
 476.402,     35.35 
 476.757,     39.84 
 477.112,     55.55 
 477.467,     89.21 
 477.823,     19.64 
 478.178,     -0.56 
 478.533,      8.42 
 478.888,     98.19 
 479.243,    129.61 
 479.598,     48.81 
 479.952,    116.15 
 480.307,     42.08 
 480.662,    -31.98 
 481.017,     44.33 
 481.372,     15.15 
 481.726,     73.50 
 482.081,    111.66 
 482.435,     66.77 
 482.790,    -18.52 
 483.144,     91.46 
 483.499,     53.30 
 483.853,     82.48 
 484.208,     60.04 
 484.562,    145.32 
 484.916,     86.97 
 485.270,     84.72 
 485.625,    120.63 
 485.979,    190.21 
 486.333,    915.13 
 486.687,   4346.74 
 487.041,  13523.89 
 487.395,  21450.93 
 487.749,   7403.55 
 488.103,   2068.73 
 488.457,    553.79 
 488.810,    322.63 
 489.164,     86.97 
 489.518,    129.61 
 489.872,     98.19 
 490.225,    109.41 
 490.579,     30.86 
 490.932,    111.66 
 491.286,     95.95 
 491.639,     80.24 
 491.993,     46.57 
 492.346,     89.21 
 492.700,    102.68 
 493.053,     39.84 
 493.406,      3.93 
 493.759,     51.06 
 494.112,     66.77 
 494.466,    -11.78 
 494.819,     62.28 
 495.172,     42.08 
 495.525,     28.62 
 495.878,     35.35 
 496.231,     95.95 
 496.583,     -0.56 
 496.936,     62.28 
 497.289,     71.26 
 497.642,     39.84 
 497.994,     89.21 
 498.347,     69.01 
 498.700,     75.75 
 499.052,     28.62 
 499.405,     75.75 
 499.757,     48.81 
 500.110,     55.55 
 500.462,     55.55 
 500.814,     -7.29 
 501.167,     33.10 
 501.519,     53.30 
 501.871,     42.08 
 502.223,     37.59 
 502.575,     60.04 
 502.928,      6.17 
 503.280,     -2.81 
 503.632,     89.21 
 503.984,     62.28 
 504.335,    100.43 
 504.687,     86.97 
 505.039,     42.08 
 505.391,     -7.29 
 505.743,     46.57 
 506.094,     53.30 
 506.446,    122.88 
 506.798,     66.77 
 507.149,     51.06 
 507.501,      3.93 
 507.852,     21.88 
 508.204,    -31.98 
 508.555,     35.35 
 508.906,    -27.49 
 509.258,     57.79 
 509.609,     10.66 
 509.960,      3.93 
 510.311,    -49.94 
 510.663,     30.86 
 511.014,    -29.74 
 511.365,     30.86 
 511.716,    -18.52 
 512.067,     71.26 
 512.418,     33.10 
 512.768,    109.41 
 513.119,     75.75 
 513.470,     75.75 
 513.821,     84.72 
 514.171,     75.75 
 514.522,     73.50 
 514.873,     51.06 
 515.223,     -5.05 
 515.574,     -2.81 
 515.924,     24.13 
 516.275,     19.64 
 516.625,     46.57 
 516.975,     46.57 
 517.326,     42.08 
 517.676,     17.39 
 518.026,     44.33 
 518.376,     10.66 
 518.727,     60.04 
 519.077,     26.37 
 519.427,    -56.67 
 519.777,     10.66 
 520.127,     44.33 
 520.477,     33.10 
 520.826,     80.24 
 521.176,      8.42 
 521.526,    -11.78 
 521.876,     51.06 
 522.225,    -92.58 
 522.575,     75.75 
 522.925,     42.08 
 523.274,     60.04 
 523.624,     -2.81 
 523.973,      3.93 
 524.323,     37.59 
 524.672,     28.62 
 525.021,     21.88 
 525.371,     24.13 
 525.720,     66.77 
 526.069,     -5.05 
 526.418,     82.48 
 526.767,     66.77 
 527.117,     84.72 
 527.466,     30.86 
 527.815,     30.86 
 528.164,     48.81 
 528.512,     -0.56 
 528.861,     95.95 
 529.210,     60.04 
 529.559,     10.66 
 529.908,    111.66 
 530.256,     44.33 
 530.605,    116.15 
 530.954,     26.37 
 531.302,     53.30 
 531.651,     -2.81 
 531.999,      6.17 
 532.347,     26.37 
 532.696,    -27.49 
 533.044,     53.30 
 533.392,     42.08 
 533.741,     26.37 
 534.089,    125.12 
 534.437,     55.55 
 534.785,     62.28 
 535.133,     82.48 
 535.481,     51.06 
 535.829,     57.79 
 536.177,     26.37 
 536.525,     84.72 
 536.873,     44.33 
 537.221,     42.08 
 537.568,     71.26 
 537.916,    -29.74 
 538.264,    -92.58 
 538.611,      3.93 
 538.959,     -9.54 
 539.307,     51.06 
 539.654,     39.84 
 540.001,    -20.76 
 540.349,     30.86 
 540.696,     69.01 
 541.044,    104.92 
 541.391,     12.91 
 541.738,     28.62 
 542.085,      3.93 
 542.432,     10.66 
 542.779,     75.75 
 543.126,     35.35 
 543.473,     44.33 
 543.820,     48.81 
 544.167,    -43.20 
 544.514,     -9.54 
 544.861,     15.15 
 545.208,      6.17 
 545.555,     64.53 
 545.901,     44.33 
 546.248,    -27.49 
 546.595,      3.93 
 546.941,     71.26 
 547.288,     46.57 
 547.634,     53.30 
 547.980,     62.28 
 548.327,    -72.38 
 548.673,     60.04 
 549.019,     93.70 
 549.366,    -34.23 
 549.712,     26.37 
 550.058,     53.30 
 550.404,    -16.27 
 550.750,     39.84 
 551.096,     28.62 
 551.442,      3.93 
 551.788,     21.88 
 552.134,     12.91 
 552.480,     30.86 
 552.826,     28.62 
 553.171,    -16.27 
 553.517,     93.70 
 553.863,     53.30 
 554.208,     17.39 
 554.554,     42.08 
 554.900,     -0.56 
 555.245,     12.91 
 555.590,    -11.78 
 555.936,     26.37 
 556.281,     15.15 
 556.626,     86.97 
 556.972,     55.55 
 557.317,     42.08 
 557.662,     60.04 
 558.007,     62.28 
 558.352,    -29.74 
 558.697,      8.42 
 559.042,      8.42 
 559.387,     84.72 
 559.732,     66.77 
 560.077,    -58.91 
 560.422,    -40.96 
 560.767,    -63.40 
 561.111,     24.13 
 561.456,     30.86 
 561.801,     51.06 
 562.145,     19.64 
 562.490,      3.93 
 562.834,    -34.23 
 563.179,     64.53 
 563.523,     28.62 
 563.867,      1.68 
 564.212,     39.84 
 564.556,     28.62 
 564.900,     28.62 
 565.244,    -16.27 
 565.589,     30.86 
 565.933,     42.08 
 566.277,     12.91 
 566.621,     39.84 
 566.965,     -2.81 
 567.309,     -0.56 
 567.652,    -38.72 
 567.996,     17.39 
 568.340,     30.86 
 568.684,     44.33 
 569.027,     53.30 
 569.371,     98.19 
 569.715,     12.91 
 570.058,     48.81 
 570.402,     44.33 
 570.745,     26.37 
 571.089,     48.81 
 571.432,     89.21 
 571.775,     71.26 
 572.119,     91.46 
 572.462,     95.95 
 572.805,    111.66 
 573.148,    127.37 
 573.491,     71.26 
 573.834,     64.53 
 574.177,     39.84 
 574.520,     75.75 
 574.863,     26.37 
 575.206,    158.79 
 575.549,     24.13 
 575.892,     75.75 
 576.234,     60.04 
 576.577,     77.99 
 576.920,     53.30 
 577.262,    161.03 
 577.605,     82.48 
 577.947,    100.43 
 578.290,     80.24 
 578.632,    138.59 
 578.975,    127.37 
 579.317,    232.85 
 579.659,    111.66 
 580.001,    176.74 
 580.344,    100.43 
 580.686,     91.46 
 581.028,     82.48 
 581.370,    156.54 
 581.712,     44.33 
 582.054,     82.48 
 582.396,    183.48 
 582.738,    219.39 
 583.079,    214.90 
 583.421,    190.21 
 583.763,     84.72 
 584.105,     73.50 
 584.446,     75.75 
 584.788,    102.68 
 585.129,    125.12 
 585.471,    134.10 
 585.812,    147.57 
 586.154,     84.72 
 586.495,    111.66 
 586.836,     46.57 
 587.178,    167.77 
 587.519,     80.24 
 587.860,     53.30 
 588.201,     28.62 
 588.542,    138.59 
 588.883,    192.45 
 589.224,    118.39 
 589.565,    118.39 
 589.906,     10.66 
 590.247,    107.17 
 590.588,      6.17 
 590.929,    102.68 
 591.269,     48.81 
 591.610,     55.55 
 591.951,     37.59 
 592.291,    104.92 
 592.632,    125.12 
 592.972,     35.35 
 593.313,     55.55 
 593.653,     86.97 
 593.993,     93.70 
 594.334,     71.26 
 594.674,    131.86 
 595.014,     86.97 
 595.354,     26.37 
 595.694,     86.97 
 596.034,     95.95 
 596.375,     37.59 
 596.714,    127.37 
 597.054,    104.92 
 597.394,     86.97 
 597.734,     66.77 
 598.074,    111.66 
 598.414,    127.37 
 598.753,     69.01 
 599.093,     44.33 
 599.433,     71.26 
 599.772,    140.83 
 600.112,     55.55 
 600.451,    120.63 
 600.791,    185.72 
 601.130,    122.88 
 601.469,    152.05 
 601.809,    192.45 
 602.148,    154.30 
 602.487,    176.74 
 602.826,    147.57 
 603.165,     77.99 
 603.504,     71.26 
 603.843,     46.57 
 604.182,     93.70 
 604.521,    125.12 
 604.860,     84.72 
 605.199,     95.95 
 605.538,    104.92 
 605.877,     91.46 
 606.215,     77.99 
 606.554,     80.24 
 606.892,     33.10 
 607.231,     24.13 
 607.570,     55.55 
 607.908,     98.19 
 608.246,     64.53 
 608.585,     89.21 
 608.923,     53.30 
 609.261,     71.26 
 609.600,     62.28 
 609.938,     17.39 
 610.276,     35.35 
 610.614,     98.19 
 610.952,    149.81 
 611.290,     93.70 
 611.628,    120.63 
 611.966,     26.37 
 612.304,     77.99 
 612.641,    127.37 
 612.979,     80.24 
 613.317,     77.99 
 613.655,     91.46 
 613.992,     53.30 
 614.330,    129.61 
 614.667,    118.39 
 615.005,     66.77 
 615.342,      1.68 
 615.680,    109.41 
 616.017,     93.70 
 616.354,    120.63 
 616.691,    210.41 
 617.029,     93.70 
 617.366,      1.68 
 617.703,     46.57 
 618.040,     51.06 
 618.377,     24.13 
 618.714,     62.28 
 619.051,     12.91 
 619.388,     53.30 
 619.725,     21.88 
 620.061,     35.35 
 620.398,     42.08 
 620.735,     69.01 
 621.071,     48.81 
 621.408,    -34.23 
 621.745,     51.06 
 622.081,     26.37 
 622.417,     51.06 
 622.754,     33.10 
 623.090,    122.88 
 623.427,    102.68 
 623.763,     55.55 
 624.099,      6.17 
 624.435,      8.42 
 624.771,     24.13 
 625.107,     21.88 
 625.443,     60.04 
 625.779,     44.33 
 626.115,     -7.29 
