#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A41F6B
#Date Time: 2024-01-30 16:55:27.155
#Sample rate: 4000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1.2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 400 mV Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 400 mV Attenuation: 1 X Sample Mode: Average
#Math 1: Function: C2 * ( 0.0010067)

#Wavegen Channel 1: Running
#Mode: Simple
#Type: RampUp
#Frequency: 1 Hz
#Period: 1 s
#Amplitude: 5 V
#Offset: 0 V
#Symmetry: 100 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V),Math 1 (A)
-1.024,0.9562177089877646,0.001090615896302383,1.097923022807608e-06
-1.02375,0.959868690548296,0.00475770522096064,4.789581845941076e-06
-1.0235,0.959868690548296,0.00475770522096064,4.789581845941076e-06
-1.02325,0.9635196721088275,0.001090615896302383,1.097923022807608e-06
-1.023,0.9671706536693587,0.001090615896302383,1.097923022807608e-06
-1.02275,0.9671706536693587,0.001090615896302383,1.097923022807608e-06
-1.0225,0.9708216352298902,0.001090615896302383,1.097923022807608e-06
-1.02225,0.9744726167904197,0.001090615896302383,1.097923022807608e-06
-1.022,0.9744726167904214,0.001090615896302383,1.097923022807608e-06
-1.02175,0.9781235983509545,0.001090615896302383,1.097923022807608e-06
-1.0215,0.9817745799114826,0.001090615896302383,1.097923022807608e-06
-1.02125,0.9817745799114843,0.001090615896302383,1.097923022807608e-06
-1.021,0.9854255614720172,0.001090615896302383,1.097923022807608e-06
-1.02075,0.989076543032547,0.001090615896302383,1.097923022807608e-06
-1.0205,0.9927275245930782,0.001090615896302383,1.097923022807608e-06
-1.02025,0.9927275245930782,0.001090615896302383,1.097923022807608e-06
-1.02,0.9963785061536097,0.001090615896302383,1.097923022807608e-06
-1.01975,0.9963785061536113,0.001090615896302383,1.097923022807608e-06
-1.0195,1.00002948771414,0.001090615896302383,1.097923022807608e-06
-1.01925,1.003680469274672,0.001090615896302383,1.097923022807608e-06
-1.019,1.007331450835205,0.00109061589630405,1.097923022809287e-06
-1.01875,1.010982432395735,0.00475770522096064,4.789581845941076e-06
-1.0185,1.010982432395735,0.001090615896302383,1.097923022807608e-06
-1.01825,1.014633413956265,0.001090615896302383,1.097923022807608e-06
-1.018,1.018284395516798,0.001090615896302383,1.097923022807608e-06
-1.01775,1.018284395516799,0.001090615896302383,1.097923022807608e-06
-1.0175,1.021935377077328,0.001090615896302383,1.097923022807608e-06
-1.01725,1.021935377077329,0.001090615896302383,1.097923022807608e-06
-1.017,1.025586358637862,0.001090615896302383,1.097923022807608e-06
-1.01675,1.029237340198392,0.001090615896302383,1.097923022807608e-06
-1.0165,1.029237340198392,0.001090615896302383,1.097923022807608e-06
-1.01625,1.032888321758922,0.001090615896302383,1.097923022807608e-06
-1.016,1.036539303319455,0.001090615896302383,1.097923022807608e-06
-1.01575,1.040190284879986,0.001090615896302383,1.097923022807608e-06
-1.0155,1.040190284879986,0.001090615896302383,1.097923022807608e-06
-1.01525,1.043841266440517,0.001090615896302383,1.097923022807608e-06
-1.015,1.047492248001049,0.001090615896302383,1.097923022807608e-06
-1.01475,1.047492248001049,0.001090615896302383,1.097923022807608e-06
-1.0145,1.05114322956158,0.001090615896302383,1.097923022807608e-06
-1.01425,1.05479421112211,0.001090615896302383,1.097923022807608e-06
-1.014,1.054794211122111,0.001090615896302383,1.097923022807608e-06
-1.01375,1.058445192682644,0.001090615896302383,1.097923022807608e-06
-1.0135,1.062096174243173,0.001090615896302383,1.097923022807608e-06
-1.01325,1.065747155803705,0.001090615896302383,1.097923022807608e-06
-1.013,1.065747155803707,0.001090615896302383,1.097923022807608e-06
-1.01275,1.069398137364237,0.001090615896302383,1.097923022807608e-06
-1.0125,1.073049118924768,0.001090615896302383,1.097923022807608e-06
-1.01225,1.073049118924768,0.001090615896302383,1.097923022807608e-06
-1.012,1.0767001004853,0.001090615896302383,1.097923022807608e-06
-1.01175,1.080351082045831,0.001090615896302383,1.097923022807608e-06
-1.0115,1.080351082045831,0.001090615896302383,1.097923022807608e-06
-1.01125,1.084002063606362,0.001090615896302383,1.097923022807608e-06
-1.011,1.087653045166894,0.001090615896302383,1.097923022807608e-06
-1.01075,1.087653045166894,0.001090615896302383,1.097923022807608e-06
-1.0105,1.091304026727425,0.001090615896302383,1.097923022807608e-06
-1.01025,1.094955008287955,0.004757705220958973,4.789581845939397e-06
-1.01,1.098605989848488,0.00475770522096064,4.789581845941076e-06
-1.00975,1.098605989848489,0.001090615896302383,1.097923022807608e-06
-1.0095,1.102256971409018,0.001090615896302383,1.097923022807608e-06
-1.00925,1.102256971409019,0.001090615896302383,1.097923022807608e-06
-1.009,1.105907952969552,0.001090615896302383,1.097923022807608e-06
-1.00875,1.109558934530082,0.001090615896302383,1.097923022807608e-06
-1.0085,1.113209916090613,0.001090615896302383,1.097923022807608e-06
-1.00825,1.113209916090613,0.001090615896302383,1.097923022807608e-06
-1.008,1.116860897651145,0.001090615896302383,1.097923022807608e-06
-1.00775,1.120511879211676,0.001090615896302383,1.097923022807608e-06
-1.0075,1.120511879211676,0.001090615896302383,1.097923022807608e-06
-1.00725,1.124162860772207,0.001090615896302383,1.097923022807608e-06
-1.007,1.12781384233274,0.00475770522096064,4.789581845941076e-06
-1.00675,1.13146482389327,0.00475770522096064,4.789581845941076e-06
