#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A41F6B
#Date Time: 2024-01-30 16:43:38.062
#Sample rate: 4000Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1.2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 50 mV Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Math 1: Function: C2 * ( 0.0010067)

#Wavegen Channel 1: Running
#Mode: Simple
#Type: RampUp
#Frequency: 1 Hz
#Period: 1 s
#Amplitude: 5 V
#Offset: 0 V
#Symmetry: 100 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V),Math 1 (A)
-1,0.6165368120360211,3.089667123497323,5.682822969503456e-06
-0.99975,0.6165368120360211,3.093334212821981,9.374481792636928e-06
-0.9995000000000001,0.6165368120360211,3.093334212821981,9.374481792636928e-06
-0.99925,0.6165368120360211,3.097001302146639,9.374481792636928e-06
-0.999,0.6165368120360211,3.100668391471297,5.682822969503456e-06
-0.99875,0.6165368120360211,3.100668391471297,5.682822969503456e-06
-0.9985000000000001,0.6165368120360211,3.104335480795956,5.682822969503456e-06
-0.99825,0.6165368120360211,3.108002570120614,9.374481792636928e-06
-0.998,0.6165368120360211,3.108002570120614,9.374481792636928e-06
-0.99775,0.6165368120360211,3.111669659445272,9.374481792636928e-06
-0.9975000000000001,0.6165368120360211,3.115336748769931,9.374481792636928e-06
-0.99725,0.6165368120360211,3.115336748769931,9.374481792636928e-06
-0.997,0.6165368120360211,3.119003838094589,9.374481792636928e-06
-0.99675,0.6128858304754896,3.122670927419247,9.374481792636928e-06
-0.9965000000000001,0.6165368120360211,3.126338016743905,9.374481792636928e-06
-0.99625,0.6165368120360211,3.126338016743905,9.374481792636928e-06
-0.996,0.6128858304754896,3.130005106068563,9.374481792636928e-06
-0.99575,0.6165368120360211,3.133672195393222,1.30661406157704e-05
-0.9955000000000001,0.6165368120360211,3.13733928471788,1.30661406157704e-05
-0.99525,0.6165368120360211,3.13733928471788,1.30661406157704e-05
-0.995,0.6128858304754896,3.141006374042538,1.30661406157704e-05
-0.99475,0.6165368120360211,3.141006374042538,1.30661406157704e-05
-0.9945000000000001,0.6165368120360211,3.144673463367197,1.30661406157704e-05
-0.99425,0.6165368120360211,3.148340552691855,1.30661406157704e-05
-0.994,0.6165368120360211,3.152007642016513,1.30661406157704e-05
-0.99375,0.6165368120360211,3.152007642016513,1.30661406157704e-05
-0.9935,0.6165368120360211,3.155674731341171,1.30661406157704e-05
-0.99325,0.6165368120360211,3.15934182066583,1.675779943890388e-05
-0.993,0.6165368120360211,3.15934182066583,1.675779943890388e-05
-0.99275,0.6165368120360211,3.163008909990488,1.675779943890388e-05
-0.9925,0.6165368120360211,3.166675999315146,1.675779943890388e-05
-0.99225,0.6165368120360211,3.166675999315146,1.675779943890388e-05
-0.992,0.6165368120360211,3.170343088639804,2.044945826203735e-05
-0.99175,0.6165368120360211,3.174010177964463,2.044945826203735e-05
-0.9915,0.6165368120360211,3.174010177964463,2.044945826203735e-05
-0.99125,0.6165368120360211,3.177677267289121,2.044945826203735e-05
-0.991,0.6165368120360211,3.177677267289121,2.414111708517082e-05
-0.99075,0.6165368120360211,3.181344356613779,2.414111708517082e-05
-0.9905,0.6165368120360211,3.185011445938438,2.414111708517082e-05
-0.99025,0.6165368120360211,3.185011445938438,2.78327759083043e-05
-0.99,0.6165368120360211,3.188678535263096,2.78327759083043e-05
-0.98975,0.6165368120360211,3.188678535263096,2.78327759083043e-05
-0.9895,0.6165368120360211,3.192345624587754,2.78327759083043e-05
-0.98925,0.6165368120360211,3.196012713912412,2.78327759083043e-05
-0.989,0.6165368120360211,3.196012713912412,3.152443473143777e-05
-0.98875,0.6165368120360211,3.199679803237071,3.152443473143777e-05
-0.9885,0.6165368120360211,3.203346892561729,3.152443473143777e-05
-0.98825,0.6165368120360211,3.207013981886387,3.521609355457124e-05
-0.988,0.6165368120360211,3.207013981886387,3.521609355457124e-05
-0.98775,0.6165368120360211,3.210681071211045,3.521609355457124e-05
-0.9875,0.6165368120360211,3.214348160535704,3.890775237770472e-05
-0.98725,0.6165368120360211,3.218015249860362,3.890775237770472e-05
-0.987,0.6165368120360211,3.218015249860362,3.890775237770472e-05
-0.98675,0.6165368120360211,3.22168233918502,4.259941120083818e-05
-0.9865,0.6165368120360211,3.22168233918502,4.259941120083818e-05
-0.98625,0.6165368120360211,3.225349428509678,4.629107002397166e-05
-0.986,0.6165368120360211,3.229016517834337,4.629107002397166e-05
-0.98575,0.6165368120360211,3.229016517834337,4.629107002397166e-05
-0.9855,0.6165368120360211,3.232683607158995,4.998272884710513e-05
-0.98525,0.6165368120360211,3.232683607158995,4.998272884710513e-05
-0.985,0.6165368120360211,3.236350696483653,4.998272884710513e-05
-0.98475,0.6165368120360211,3.240017785808312,4.998272884710513e-05
-0.9845,0.6165368120360211,3.24368487513297,5.36743876702386e-05
-0.98425,0.6165368120360211,3.24368487513297,5.36743876702386e-05
-0.984,0.6165368120360211,3.247351964457628,5.36743876702386e-05
-0.98375,0.6165368120360211,3.251019053782287,5.736604649337208e-05
-0.9835,0.6165368120360211,3.254686143106944,5.736604649337208e-05
-0.98325,0.6165368120360211,3.254686143106944,6.105770531650555e-05
-0.983,0.6165368120360211,3.258353232431603,6.105770531650555e-05
-0.98275,0.6165368120360211,3.258353232431603,6.474936413963903e-05
