.HEADER
..NAMES
Frequency,vout/dbMag
..UNITS
Hz,Magnitude(dB)
..DATATYPES
double,double
..WAVEFORM_TYPES
-,analog
..AXIS_SPACING
log
.DATA
time,gain
10.0,13.979434360180758
10.232929922807541,13.979435975441563
10.471285480508996,13.979437666827586
10.715193052376064,13.979439437926525
10.96478196143185,13.97944129249518
11.220184543019634,13.979443234467382
11.481536214968827,13.97944526796238
11.748975549395295,13.97944739729355
12.02264434617413,13.979449626977571
12.302687708123814,13.979451961743974
12.589254117941671,13.979454406545196
12.882495516931337,13.979456966567094
13.182567385564068,13.97945964723991
13.489628825916533,13.97946245424983
13.803842646028844,13.979465393551026
14.12537544622754,13.979468471378283
14.454397707459272,13.979471694260235
14.79108388168207,13.979475069033215
15.135612484362076,13.979478602855753
15.488166189124808,13.979482303223751
15.84893192461113,13.979486177986411
16.21810097358929,13.979490235362858
16.5958690743756,13.979494483959597
16.982436524617434,13.979498932788752
17.378008287493746,13.979503591287216
17.782794100389218,13.979508469336615
18.19700858609982,13.979513577284337
18.62087136662866,13.979518925965435
19.054607179632455,13.97952452672563
19.49844599758044,13.97953039144539
19.95262314968878,13.979536532565117
20.417379446695275,13.979542963111545
20.89296130854038,13.979549696725392
21.379620895022303,13.979556747690276
21.877616239495506,13.97956413096302
22.387211385683376,13.97957186220541
22.90867652767771,13.979579957817393
23.4422881531992,13.979588434971896
23.988329190194882,13.979597311651242
24.547089156850276,13.979606606685312
25.118864315095774,13.979616339791487
25.70395782768861,13.97962653161651
26.30267991895379,13.979637203780243
26.915348039269123,13.979648378921604
27.54228703338163,13.979660080746546
28.183829312644498,13.979672334078387
28.84031503126602,13.979685164910473
29.512092266663817,13.979698600461342
30.19951720402012,13.979712669232466
30.902954325135862,13.979727401068745
31.622776601683746,13.979742827221838
32.359365692962776,13.979758980416456
33.113112148259056,13.979775894919847
33.8844156139202,13.9797936066145
34.67368504525311,13.979812153074267
35.481338923357484,13.979831573644162
36.30780547701007,13.979851909523811
37.15352290971719,13.97987320385492
38.01893963205605,13.979895501812834
38.90451449942799,13.97991885070242
39.810717055349656,13.979943300058478
40.7380277804112,13.97996890175087
41.68693834703346,13.97999571009466
42.657951880159175,13.980023781965356
43.6515832240165,13.980053176919705
44.66835921509621,13.980083957322085
45.708818961487395,13.980116188476932
46.77351412871971,13.980149938767372
47.86300923226372,13.980185279800413
48.977881936844504,13.980222286558996
50.1187233627271,13.980261037561199
51.286138399136355,13.980301615026985
52.48074602497712,13.980344105052788
53.70317963702513,13.980388597794375
54.95408738576231,13.9804351876583
56.23413251903475,13.980483973502444
57.54399373371553,13.98053505884599
58.884365535558736,13.980588552089309
60.25595860743561,13.980644566744262
61.65950018614804,13.980703221675363
63.09573444801914,13.980764641352309
64.56542290346536,13.980828956114488
66.0693448007594,13.980896302447935
67.60829753919798,13.980966823275399
69.18309709189344,13.981040668260134
70.79457843841358,13.981117994123998
72.44359600749878,13.981198964980642
74.13102413009152,13.98128375268441
75.85775750291813,13.981372537195757
77.62471166286892,13.98146550696394
79.43282347242788,13.981562859327813
81.28305161640965,13.981664800935574
83.17637711026681,13.98177154818436
85.11380382023735,13.981883327680702
87.09635899560776,13.982000376722668
89.12509381337425,13.98212294380495
91.20108393559066,13.982251289147765
93.32543007969878,13.982385685250874
95.49925860214324,13.982526417473808
97.72372209558071,13.982673784643591
99.99999999999964,13.98282809969128
102.32929922807503,13.982989690318663
104.71285480508956,13.98315889969658
107.15193052376026,13.983336087196378
109.6478196143181,13.98352162915604
112.20184543019592,13.983715919682709
114.81536214968784,13.983919371493293
117.4897554939525,13.984132416794994
120.22644346174083,13.984355508207697
123.02687708123769,13.984589119730154
125.89254117941624,13.98483374775217
128.8249551693129,13.985089912114853
131.8256738556402,13.985358157221405
134.8962882591648,13.985639053200744
138.03842646028792,13.985933197126567
141.25375446227483,13.986241214294493
144.54397707459214,13.986563759560154
147.91083881682013,13.986901518741035
151.3561248436202,13.987255210085314
154.8816618912475,13.987625585810811
158.48931924611068,13.98801343371748
162.18100973589233,13.98841957887705
165.95869074375534,13.988844885403498
169.8243652461737,13.989290258308298
173.7800828749368,13.989756645444638
177.8279410038915,13.990245039544801
181.97008586099759,13.990756480355442
186.20871366628595,13.991292056875356
190.54607179632393,13.991852909700903
194.9844599758037,13.992440233484334
199.52623149688708,13.993055279510477
204.17379446695202,13.993699358397768
208.929613085403,13.99437384292963
213.79620895022225,13.995080171022705
218.77616239495424,13.995819848838726
223.8721138568329,13.996594454047122
229.08676527677622,13.997405639245896
234.4228815319911,13.99825513554866
239.8832919019479,13.999144756346135
245.47089156850186,14.000076401250869
251.1886431509568,14.001052060234393
257.03957827688515,14.002073817966515
263.0267991895369,14.003143858366988
269.15348039269026,14.0042644693803
275.4228703338153,14.005438047985
281.838293126444,14.006667105449466
288.4031503126592,14.007954272846831
295.1209226666371,14.009302306842333
301.99517204020015,14.010714095767174
309.02954325135755,14.012192665993771
316.2277660168364,14.013741188628055
323.59365692962666,14.015362986535399
331.13112148258944,14.017061541717698
338.8441561392009,14.018840503060124
346.7368504525299,14.020703694467137
354.8133892335737,14.022655123408468
363.07805477009947,14.024698989897079
371.5352290971706,14.026839695922234
380.18939632055924,14.029081855362438
389.0451449942786,14.031430304404196
398.1071705534952,14.033890112494428
407.3802778041106,14.036466593855772
416.8693834703332,14.03916531959609
426.57951880159044,14.041992130445182
436.51583224016366,14.044953150154011
446.6835921509607,14.048054799593798
457.0881896148726,14.051303811594872
467.7351412871957,14.054707246567647
478.63009232263573,14.058272508950928
489.7788193684435,14.062007364535665
501.18723362726956,14.06591995871557
512.8613839913621,14.070018835719376
524.8074602497697,14.074312958883342
537.0317963702498,14.078811732026566
549.5408738576215,14.083525021996113
562.341325190346,14.088463182453568
575.4399373371538,14.093637078979867
588.8436553555857,14.099058115580677
602.5595860743543,14.104738262680717
616.5950018614786,14.110690086701814
630.9573444801896,14.116926781326669
645.6542290346517,14.123462200558075
660.6934480075922,14.13031089369152
676.0829753919778,14.137488142328573
691.8309709189325,14.145009999568236
707.9457843841338,14.152893331524416
724.4359600749858,14.161155861329746
741.3102413009132,14.16981621579897
758.5775750291792,14.178893974939465
776.2471166286871,14.188409724512269
794.3282347242766,14.198385111864376
812.8305161640942,14.208842905271903
831.7637711026658,14.219807057054934
851.1380382023711,14.231302770747831
870.9635899560751,14.24335657263448
891.25093813374,14.255996387986013
912.0108393559041,14.269251622370083
933.2543007969851,14.283153248435106
954.9925860214299,14.297733898611705
977.2372209558044,14.3130279642161
999.9999999999935,14.32907170148797
1023.2929922807475,14.345903345148379
1047.1285480508927,14.363563230122564
1071.5193052375994,14.382093922138822
1096.478196143178,14.401540357988809
1122.0184543019561,14.42194999631808
1148.153621496875,14.443372979909114
1174.8975549395218,14.465862310524601
1202.2644346174047,14.489474037497574
1230.2687708123733,14.514267461389194
1258.9254117941587,14.540305354187064
1288.249551693125,14.567654197689295
1318.256738556398,14.596384441915305
1348.9628825916443,14.626570785607642
1380.3842646028752,14.65829248114333
1412.5375446227445,14.691633666464604
1445.4397707459173,14.726683726972501
1479.108388168197,14.763537690710145
1513.5612484361973,14.802296660604185
1548.8166189124702,14.843068288042911
1584.8931924611022,14.885967292659744
1621.8100973589183,14.931116033876469
1659.5869074375487,14.978645140558141
1698.243652461732,15.02869420606369
1737.8008287493626,15.081412557067077
1778.2794100389096,15.136960105806143
1819.70085860997,15.195508296927406
1862.0871366628537,15.257241161882847
1905.4607179632333,15.322356495956962
1949.844599758031,15.391067175531145
1995.2623149688648,15.463602636217898
2041.7379446695143,15.540210536131353
2089.296130854024,15.621158632944683
2137.9620895022163,15.706736908697945
2187.761623949536,15.797259982788727
2238.7211385683227,15.893069861493712
2290.8676527677558,15.99453908210618
2344.2288153199042,16.102074321817692
2398.8329190194722,16.216120556454634
2454.7089156850116,16.33716587293429
2511.8864315095607,16.465747062932813
2570.395782768844,16.602456155230556
2630.2679918953613,16.747948082501946
2691.5348039268947,16.90294972764288
2754.2287033381444,17.068270658779234
2818.382931264431,17.244815946008924
2884.031503126583,17.433601563898062
2951.209226666362,17.635773032000834
3019.9517204019917,17.85262814589873
3090.2954325135656,18.08564492487983
3162.277660168354,18.33651628109559
3235.9365692962565,18.60719344648603
3311.3112148258842,18.8999409508435
3388.441561391998,19.217407040732823
3467.3685045252882,19.562715045508646
3548.1338923357257,19.939583627996537
3630.780547700984,20.352487595612917
3715.352290971695,20.80687683793506
3801.893963205581,21.309480496478532
3890.4514499427737,21.868739409471036
3981.0717055349396,22.495437453910903
4073.8027780410935,23.203652102014683
4168.693834703319,24.012238336118127
4265.795188015891,24.947247149605783
4365.158322401623,26.046077653575306
4466.835921509594,27.365074566833254
4570.881896148712,28.9945735722088
4677.351412871943,31.091742937270908
4786.300923226343,33.960296924069574
4897.788193684421,38.23472777665887
5011.8723362726805,43.720915460934016
5128.613839913605,39.97913334223925
5248.074602497681,34.57765296975374
5370.3179637024805,30.895844660223165
5495.408738576198,28.165106324275225
5623.413251903441,25.988786492849005
5754.399373371519,24.169744107510933
5888.436553555838,22.598641554055522
6025.595860743524,21.20910978326428
6165.950018614767,19.958001355330442
6309.573444801877,18.815745218027946
6456.542290346499,17.76121488232846
6606.934480075902,16.778803335336665
