.HEADER
..NAMES
Frequency,vout/dbMag
..UNITS
Hz,Magnitude(dB)
..DATATYPES
double,double
..WAVEFORM_TYPES
-,analog
..AXIS_SPACING
log
.DATA
time,gain
10.0,-50.05696996891649
10.232929922807541,-49.85696843365202
10.471285480508996,-49.65696682603254
10.715193052376064,-49.45696514264796
10.96478196143185,-49.25696337992763
11.220184543019634,-49.05696153413249
11.481536214968827,-48.85695960134733
11.748975549395295,-48.656957577472404
12.02264434617413,-48.45695545821476
12.302687708123814,-48.25695323907905
12.589254117941671,-48.056950915358165
12.882495516931337,-47.856948482123116
13.182567385564068,-47.65694593421257
13.489628825916533,-47.45694326622196
13.803842646028844,-47.256940472492076
14.12537544622754,-47.05693754709687
14.454397707459272,-46.85693448383111
14.79108388168207,-46.65693127619707
15.135612484362076,-46.45692791739074
15.488166189124808,-46.25692440028751
15.84893192461113,-46.056920717426955
16.21810097358929,-45.856916860997025
16.5958690743756,-45.65691282281751
16.982436524617434,-45.45690859432268
17.378008287493746,-45.25690416654303
17.782794100389218,-45.05689953008645
18.19700858609982,-44.85689467511801
18.62087136662866,-44.656889591339315
19.054607179632455,-44.456884267966714
19.49844599758044,-44.25687869370817
19.95262314968878,-44.05687285673952
20.417379446695275,-43.856866744679216
20.89296130854038,-43.6568603445623
21.379620895022303,-43.45685364281263
21.877616239495506,-43.256846625214294
22.387211385683376,-43.05683927688135
22.90867652767771,-42.85683158222616
23.4422881531992,-42.656823524926565
23.988329190194882,-42.45681508789095
24.547089156850276,-42.2568062532223
25.118864315095774,-42.056797002179934
25.70395782768861,-41.85678731513996
26.30267991895379,-41.65677717155352
26.915348039269123,-41.45676654990328
27.54228703338163,-41.25675542765762
28.183829312644498,-41.056743781223076
28.84031503126602,-40.85673158589408
29.512092266663817,-40.65671881580055
30.19951720402012,-40.45670544385309
30.902954325135862,-40.256691441685504
31.622776601683746,-40.05667677959449
32.359365692962776,-39.85666142647677
33.113112148259056,-39.65664534976295
33.8844156139202,-39.45662851534852
34.67368504525311,-39.25661088752136
35.481338923357484,-39.05659242888611
36.30780547701007,-38.8565731002847
37.15352290971719,-38.65655286071324
38.01893963205605,-38.45653166723507
38.90451449942799,-38.2565094748896
39.810717055349656,-38.05648623659693
40.7380277804112,-37.8564619030578
41.68693834703346,-37.65643642264915
42.657951880159175,-37.45640974131437
43.6515832240165,-37.25638180244868
44.66835921509621,-37.05635254677891
45.708818961487395,-36.85632191223768
46.77351412871971,-36.65628983383172
47.86300923226372,-36.45625624350378
48.977881936844504,-36.25622106998831
50.1187233627271,-36.056184238659895
51.286138399136355,-35.85614567137522
52.48074602497712,-35.656105286306676
53.70317963702513,-35.45606299776898
54.95408738576231,-35.25601871603708
56.23413251903475,-35.055972347155645
57.54399373371553,-34.85592379273948
58.884365535558736,-34.65587294976472
60.25595860743561,-34.455819710349864
61.65950018614804,-34.25576396152676
63.09573444801914,-34.05570558500044
64.56542290346536,-33.85564445689818
66.0693448007594,-33.65558044750592
67.60829753919798,-33.45551342099303
69.18309709189344,-33.25544323512343
70.79457843841358,-33.055369740953566
72.44359600749878,-32.85529278251567
74.13102413009152,-32.65521219648652
75.85775750291813,-32.45512781184007
77.62471166286892,-32.25503944948402
79.43282347242788,-32.05494692187916
81.28305161640965,-31.85485003264033
83.17637711026681,-31.654748576119143
85.11380382023735,-31.45464233696658
87.09635899560776,-31.254531089674824
89.12509381337425,-31.054414598097644
91.20108393559066,-30.85429261494804
93.32543007969878,-30.65416488127207
95.49925860214324,-30.454031125897778
97.72372209558071,-30.253891064857875
99.99999999999964,-30.053744400785632
102.32929922807503,-29.8535908222812
104.71285480508956,-29.653430003249028
107.15193052376026,-29.4532616022031
109.6478196143181,-29.253085261539347
112.20184543019592,-29.052900606773942
114.81536214968784,-28.852707245744988
117.4897554939525,-28.652504767776787
120.22644346174083,-28.452292742804115
123.02687708123769,-28.25207072045499
125.89254117941624,-28.051838229090105
128.8249551693129,-27.851594774796276
131.8256738556402,-27.65133984033243
134.8962882591648,-27.451072884025187
138.03842646028792,-27.250793338612198
141.25375446227483,-27.050500610030046
144.54397707459214,-26.850194076144973
147.91083881682013,-26.649873085422804
151.3561248436202,-26.44953695553549
154.8816618912475,-26.24918497190155
158.48931924611068,-26.048816386156535
162.18100973589233,-25.848430414550823
165.95869074375534,-25.648026236270592
169.8243652461737,-25.44760299167883
173.7800828749368,-25.247159780472252
177.8279410038915,-25.04669565974983
181.97008586099759,-24.846209641989116
186.20871366628595,-24.645700692925587
190.54607179632393,-24.445167729330024
194.9844599758037,-24.244609616679746
199.52623149688708,-24.044025166717596
204.17379446695202,-23.843413134893893
208.929613085403,-23.642772217685174
213.79620895022225,-23.442101049783883
218.77616239495424,-23.241398201152702
223.8721138568329,-23.040662173936536
229.08676527677622,-22.83989139922567
234.4228815319911,-22.639084233662214
239.8832919019479,-22.4382389558823
245.47089156850186,-22.237353762785705
251.1886431509568,-22.036426765624864
257.03957827688515,-21.835455985903344
263.0267991895369,-21.634439351074988
269.15348039269026,-21.433374690033272
275.4228703338153,-21.232259728380836
281.838293126444,-21.031092083467318
288.4031503126592,-20.829869259184342
295.1209226666371,-20.628588640505566
301.99517204020015,-20.427247487757676
309.02954325135755,-20.225842930609875
316.2277660168364,-20.024371961766725
323.59365692962666,-19.822831430348955
331.13112148258944,-19.62121803494654
338.8441561392009,-19.419528316326865
346.7368504525299,-19.21775864977987
354.8133892335737,-19.015905237081178
363.07805477009947,-18.813964098053557
371.5352290971706,-18.6119310617048
380.18939632055924,-18.409801756920192
389.0451449942786,-18.207571602685476
398.1071705534952,-18.005235797815118
407.3802778041106,-17.80278931015962
416.8693834703332,-17.60022686526314
426.57951880159044,-17.397542934441898
436.51583224016366,-17.194731722251408
446.6835921509607,-16.991787153309005
457.0881896148726,-16.78870285843585
467.7351412871957,-16.585472160080442
478.63009232263573,-16.382088056983207
489.7788193684435,-16.17854320803964
501.18723362726956,-15.974829915315675
512.8613839913621,-15.77094010616751
524.8074602497697,-15.566865314413171
537.0317963702498,-15.36259666050175
549.5408738576215,-15.158124830620435
562.341325190346,-14.953440054677381
575.4399373371538,-14.748532083092496
588.8436553555857,-14.543390162325629
602.5595860743543,-14.338003009064403
616.5950018614786,-14.132358782990364
630.9573444801896,-13.926445058035513
645.6542290346517,-13.72024879203491
660.6934480075922,-13.513756294674783
676.0829753919778,-13.306953193627654
691.8309709189325,-13.099824398757784
707.9457843841338,-12.892354064272656
724.4359600749858,-12.684525548685018
741.3102413009132,-12.476321372441376
758.5775750291792,-12.267723173060233
776.2471166286871,-12.058711657611706
794.3282347242766,-11.849266552357198
812.8305161640942,-11.63936654935167
831.7637711026658,-11.428989249797008
851.1380382023711,-11.218111103915755
870.9635899560751,-11.00670734709628
891.25093813374,-10.794751932038887
912.0108393559041,-10.582217456609552
933.2543007969851,-10.36907508708219
954.9925860214299,-10.155294476422643
977.2372209558044,-9.94084367723699
999.9999999999935,-9.72568904897188
1023.2929922807475,-9.509795158918404
1047.1285480508927,-9.293124676528635
1071.5193052375994,-9.075638260508494
1096.478196143178,-8.857294438100185
1122.0184543019561,-8.638049475910819
1148.153621496875,-8.417857241581997
1174.8975549395218,-8.196669055525819
1202.2644346174047,-7.974433531875404
1230.2687708123733,-7.751096407714033
1258.9254117941587,-7.52660035954943
1288.249551693125,-7.300884805895887
1318.256738556398,-7.073885694706813
1348.9628825916443,-6.845535274268615
1380.3842646028752,-6.615761846018725
1412.5375446227445,-6.3844894975850375
1445.4397707459173,-6.1516378141583665
1479.108388168197,-5.917121566102042
1513.5612484361973,-5.680850370469413
1548.8166189124702,-5.442728323838359
1584.8931924611022,-5.2026536035790665
1621.8100973589183,-4.960518034340456
1659.5869074375487,-4.716206616171605
1698.243652461732,-4.469597010278184
1737.8008287493626,-4.220558977947628
1778.2794100389096,-3.9689537676541664
1819.70085860997,-3.714633444768844
1862.0871366628537,-3.457440157645877
1905.4607179632333,-3.1972053331274393
1949.844599758031,-2.933748793700132
1995.2623149688648,-2.6668777876429917
2041.7379446695143,-2.396385922528333
2089.296130854024,-2.1220519913741556
2137.9620895022163,-1.843638679611642
2187.761623949536,-1.5608911398397864
2238.7211385683227,-1.2735354201299145
2290.8676527677558,-0.9812767304713849
2344.2288153199042,-0.6837975309131548
2398.8329190194722,-0.3807554241990131
2454.7089156850116,-0.07178083544508602
2511.8864315095607,0.24352553799144594
2570.395782768844,0.5655955213362528
2630.2679918953613,0.8948965126879422
2691.5348039268947,1.231934792131627
2754.2287033381444,1.5772590805719047
2818.382931264431,1.93146431906148
2884.031503126583,2.2951956077069395
2951.209226666362,2.6691521940558594
3019.9517204019917,3.0540913252877377
3090.2954325135656,3.450831663012577
3162.277660168354,3.8602557834309654
3235.9365692962565,4.2833110175863505
3311.3112148258842,4.721007478322398
3388.441561391998,5.174411498641733
3467.3685045252882,5.644631757734567
3548.1338923357257,6.1327939246428995
3630.780547700984,6.639997448101469
3715.352290971695,7.167244787778706
3801.893963205581,7.715328390561399
3890.4514499427737,8.284653398005762
3981.0717055349396,8.874963763562926
4073.8027780410935,9.48492602864685
4168.693834703319,10.111510325887105
4265.795188015891,10.749099631612996
4365.158322401623,11.38827594389316
4466.835921509594,12.014319893428729
4570.881896148712,12.605693157585954
