Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
36307.80547701017,0.05809500602174621,9.040163575258003,-56.00582292595116
39810.71705534973,0.06566683558849876,8.829998377396908,-62.45559817231924
43651.58322401666,0.06469151078835741,8.579599724145361,-69.40302550572696
47863.00923226385,0.06882619460762551,8.284120002342593,-73.57455584535717
52480.74602497728,0.07328559431513942,7.828293208818647,-73.9472813640441
57543.99373371578,0.07806345320165883,7.042296798963409,-75.23623207090645
63095.73444801936,0.08128624095671783,6.33440048913808,-76.82187348010325
69183.09709189369,0.08702289053729978,6.06629492567145,-76.95889471465071
75857.75750291836,0.08935916104939649,5.656054154359894,-76.87958878446494
83176.37711026717,0.09587104806657618,5.030336812184317,-77.07290620738331
91201.08393559106,0.0950815668018743,4.24857973890269,-77.76198425666179
100000,0.09836744238532627,3.464459837558309,-78.3645582641287
109647.8196143186,0.1062748977416409,2.667553717304609,-78.92230363797781
120226.4434617414,0.1071840927302273,1.88686766014885,-79.38529407223811
131825.6738556408,0.1064189818432162,1.09773518342628,-79.80728113212959
144543.9770745929,0.1079574855880459,0.3117060839346819,-80.12524791786359
158489.3192461114,0.1077773516757104,-0.4674275805256614,-80.37244819569466
173780.0828749376,0.1006731451535861,-1.242324344228194,-80.57056862225684
190546.0717963249,0.08966239952849117,-2.015932661023901,-80.74439874102669
208929.613085404,0.08702562133489593,-2.784015271395926,-80.89418298829759
229086.7652767775,0.07466798697965679,-3.54939591272996,-81.05690210057786
251188.6431509579,0.07114843984186514,-4.314499718938666,-81.18322566350648
275422.8703338167,0.0590081589984803,-5.077334950889045,-81.28881655538754
301995.1720402019,0.05094707297751058,-5.829600350019419,-81.43423738142816
331131.1214825911,0.04463834288774359,-6.588434135668343,-81.54560138324584
363078.0547701016,0.03563703341103743,-7.332470522279284,-81.70772873624439
398107.1705534977,0.02874400414933757,-8.084674708928052,-81.85319400904768
436515.8322401661,0.01457639800079798,-8.820255360061509,-82.07156696030481
478630.0923226388,0.008833835355091444,-9.558451541341622,-82.29890562624195
524807.4602497725,0.001200242789439327,-10.296354860575,-82.65170587266914
575439.9373371572,-0.01467040522212959,-11.02372088401248,-83.00974837129428
630957.344480194,-0.01827861005395886,-11.7545504836478,-83.37024012418078
691830.9709189365,-0.03023539531615425,-12.47213061289237,-83.99574701306888
758577.5750291845,-0.04973150441471605,-13.18870136628966,-84.49767716556077
831763.7711026708,-0.05127387199000257,-13.90035374924654,-85.14453924833632
912010.8393559101,-0.06493073644326355,-14.62113023711239,-85.87429789379995
1000000.000000001,-0.09709084726415571,-15.30855161089462,-86.76430344371545
1096478.196143185,-0.08017271533014585,-16.00546450032786,-87.73852614460694
1202264.434617413,-0.1187918976638744,-16.70077010925213,-88.95078343114314
1318256.738556408,-0.1158135104266182,-17.35404725172006,-90.29696777843691
1445439.770745928,-0.1375062672637082,-18.05973245062046,-91.90377854895286
1584893.192461115,-0.1419691153566097,-18.85188165061749,-93.86949865485538
1737800.828749375,-0.1664368353584618,-19.84084543754033,-96.47993753810673
1905460.717963248,-0.2095640806608871,-21.50704970001738,-100.0010116773643
2089296.130854041,-0.2422584299634511,-23.82824328749413,-104.5066152107128
2290867.652767773,-0.3055084044502634,-26.79111205186631,-110.2064757909393
2511886.431509582,-0.3365350923250377,-31.98186169840042,-118.1294154604246
2754228.703338165,-0.3948604094045987,-36.49721852386336,-129.6906648298053
3019951.720402017,-0.4662887484304657,-44.50241070295271,-166.5848569478916
3311311.214825913,-0.5069516435174047,-46.28751022575869,102.8958243018166
3630780.547701012,-0.603556835637333,-50.51158681242083,121.3264737334362
3981071.705534974,-0.7082273499237145,-48.87436800397285,129.3655855538003
4365158.322401657,-0.8275592419056694,-47.23853863354694,130.8646525312805
4786300.923226384,-0.9833095087235287,-46.14147921097066,135.3893389247092
5248074.602497729,-1.129586578086072,-44.01199849278245,133.7839753440492
5754399.373371567,-1.336165615225291,-42.77393930894778,136.3010311751011
6309573.444801934,-1.52734270316005,-41.09199301385623,137.2771910986911
6918309.709189369,-1.794221693868802,-39.8971259395443,139.0409727626451
7585775.750291836,-2.018100809002377,-38.30236673861556,138.1543190399989
8317637.711026713,-2.310245086050402,-36.98030937939323,140.5437557384682
9120108.393559093,-2.597809973636582,-35.22036721437785,141.0802687110875
10000000,-2.896044996189719,-33.50464987020547,141.6899265045099
